ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
P47742	gamma-aminobutyric acid type A receptor subunit rho 2(Gabrr2)	Rattus norvegicus			GO:0007165~signal transduction,GO:0007214~gamma-aminobutyric acid signaling pathway,GO:0007268~chemical synaptic transmission,GO:0007601~visual perception,GO:0042391~regulation of membrane potential,GO:0050877~nervous system process,GO:0060078~regulation of postsynaptic membrane potential,GO:1902476~chloride transmembrane transport,	GO:0005886~plasma membrane,GO:0034707~chloride channel complex,GO:0043005~neuron projection,GO:0045202~synapse,GO:0045211~postsynaptic membrane,GO:0097708~intracellular vesicle,GO:0098982~GABA-ergic synapse,GO:1902495~transmembrane transporter complex,GO:1902711~GABA-A receptor complex,	GO:0004890~GABA-A receptor activity,GO:0005230~extracellular ligand-gated monoatomic ion channel activity,GO:0005237~inhibitory extracellular ligand-gated monoatomic ion channel activity,GO:0005254~chloride channel activity,GO:0019904~protein domain specific binding,GO:0022851~GABA-gated chloride ion channel activity,GO:0030594~neurotransmitter receptor activity,GO:1904315~transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential,	IPR006028:GABAA/Glycine_rcpt,IPR006029:Neurotrans-gated_channel_TM,IPR006201:Neur_channel,IPR006202:Neur_chan_lig-bd,IPR008057:GABAAa_rho_rcpt,IPR008059:GABAAa_rho2_rcpt,IPR018000:Neurotransmitter_ion_chnl_CS,IPR036719:Neuro-gated_channel_TM_sf,IPR036734:Neur_chan_lig-bd_sf,IPR038050:Neuro_actylchol_rec,	rno04080:Neuroactive ligand-receptor interaction,rno04723:Retrograde endocannabinoid signaling,rno04727:GABAergic synapse,rno05032:Morphine addiction,rno05033:Nicotine addiction,				KW-0406~Ion transport,KW-0813~Transport,	KW-0472~Membrane,KW-0628~Postsynaptic cell membrane,KW-0770~Synapse,KW-1003~Cell membrane,		KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0868~Chloride,	KW-0407~Ion channel,KW-0869~Chloride channel,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	BINDING:in chain A,BINDING:in chain B,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Neurotransmitter-gated ion-channel ligand-binding,DOMAIN:Neurotransmitter-gated ion-channel transmembrane,MUTAGEN:M->T: Loss of picrotoxin resistance.,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q6DE37	glucoside xylosyltransferase 2 S homeolog(gxylt2.S)	Xenopus laevis			GO:0016266~O-glycan processing,	GO:0016020~membrane,	GO:0008194~UDP-glycosyltransferase activity,GO:0016757~glycosyltransferase activity,GO:0035252~UDP-xylosyltransferase activity,GO:0140563~UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase activity,	IPR002495:Glyco_trans_8,IPR029044:Nucleotide-diphossugar_trans,IPR051993:Glycosyltransferase_8,	xla00514:Other types of O-glycan biosynthesis,					KW-0472~Membrane,		KW-0732~Signal,KW-0735~Signal-anchor,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0328~Glycosyltransferase,KW-0808~Transferase,	KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Lumenal,TRANSMEM:Helical; Signal-anchor for type II membrane protein,
Q14832	glutamate metabotropic receptor 3(GRM3)	Homo sapiens			GO:0007194~negative regulation of adenylate cyclase activity,GO:0007196~adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway,GO:0007216~G protein-coupled glutamate receptor signaling pathway,GO:0007268~chemical synaptic transmission,GO:0010467~gene expression,GO:0033554~cellular response to stress,GO:0051966~regulation of synaptic transmission, glutamatergic,GO:0099170~postsynaptic modulation of chemical synaptic transmission,	GO:0005886~plasma membrane,GO:0014069~postsynaptic density,GO:0016020~membrane,GO:0030424~axon,GO:0042734~presynaptic membrane,GO:0043197~dendritic spine,GO:0045211~postsynaptic membrane,GO:0097449~astrocyte projection,GO:0098978~glutamatergic synapse,	GO:0001641~group II metabotropic glutamate receptor activity,GO:0004930~G protein-coupled receptor activity,GO:0005246~calcium channel regulator activity,GO:0008066~glutamate receptor activity,GO:0097110~scaffold protein binding,	IPR000162:GPCR_3_mtglu_rcpt,IPR000337:GPCR_3,IPR001234:GPCR_3_mGluR3,IPR001828:ANF_lig-bd_rcpt,IPR011500:GPCR_3_9-Cys_dom,IPR017978:GPCR_3_C,IPR017979:GPCR_3_CS,IPR028082:Peripla_BP_I,IPR038550:GPCR_3_9-Cys_sf,IPR050726:mGluR,	hsa04072:Phospholipase D signaling pathway,hsa04080:Neuroactive ligand-receptor interaction,hsa04724:Glutamatergic synapse,hsa05030:Cocaine addiction,					KW-0472~Membrane,KW-1003~Cell membrane,		KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0297~G-protein coupled receptor,KW-0675~Receptor,KW-0807~Transducer,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:G-protein coupled receptors family 3 profile,DOMAIN:Receptor ligand binding region,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,TRANSMEM:Helical; Name=7,
O08730	glycogenin 1(Gyg1)	Rattus norvegicus			GO:0005978~glycogen biosynthetic process,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0005536~D-glucose binding,GO:0008466~glycogenin glucosyltransferase activity,GO:0016757~glycosyltransferase activity,GO:0030145~manganese ion binding,GO:0042803~protein homodimerization activity,	IPR002495:Glyco_trans_8,IPR029044:Nucleotide-diphossugar_trans,IPR050587:GNT1/Glycosyltrans_8,	rno00500:Starch and sucrose metabolism,rno01100:Metabolic pathways,				KW-0320~Glycogen biosynthesis,				KW-0464~Manganese,KW-0479~Metal-binding,	KW-0808~Transferase,	KW-0007~Acetylation,KW-0325~Glycoprotein,KW-0597~Phosphoprotein,	CARBOHYD:O-linked (Glc...) tyrosine,REGION:Disordered,REGION:Interaction with GYS1,SITE:Important for catalytic activity,
P17130	heterogeneous nuclear ribonucleoprotein A1 L homeolog(hnrnpa1.L)	Xenopus laevis				GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0016020~membrane,GO:1990904~ribonucleoprotein complex,	GO:0003723~RNA binding,	IPR000504:RRM_dom,IPR012677:Nucleotide-bd_a/b_plait_sf,IPR034516:hnRNPA1/3_RRM2,IPR034845:hnRNPA1_RRM1,IPR035979:RBD_domain_sf,	xla03040:Spliceosome,			SM00360:RRM,		KW-0472~Membrane,KW-0539~Nucleus,KW-0963~Cytoplasm,		KW-0677~Repeat,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0687~Ribonucleoprotein,KW-0694~RNA-binding,		COMPBIAS:Polar residues,DOMAIN:RRM,DOMAIN:RRM 1,DOMAIN:RRM 2,REGION:Disordered,REGION:Globular A domain,REGION:Globular B domain,REGION:Nuclear targeting sequence,TRANSMEM:Helical,
Q9DC33	high mobility group 20A(Hmg20a)	Mus musculus			GO:0000122~negative regulation of transcription by RNA polymerase II,GO:0006325~chromatin organization,GO:0010468~regulation of gene expression,GO:0033234~negative regulation of protein sumoylation,GO:0045665~negative regulation of neuron differentiation,	GO:0005634~nucleus,	GO:0003677~DNA binding,GO:0005515~protein binding,GO:0042802~identical protein binding,	IPR009071:HMG_box_dom,IPR036910:HMG_box_dom_sf,IPR051965:ChromReg_NeuronalGeneExpr,				SM00398:HMG,	KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,		KW-0175~Coiled coil,		KW-0156~Chromatin regulator,KW-0238~DNA-binding,	KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DNA_BIND:HMG box,DOMAIN:HMG box,REGION:Disordered,
Q5FWS6	kazrin, periplakin interacting protein(Kazn)	Rattus norvegicus			GO:0031424~keratinization,	GO:0001533~cornified envelope,GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0016607~nuclear speck,GO:0030057~desmosome,		IPR001660:SAM,IPR013761:SAM/pointed_sf,IPR037613:Kazrin_SAM_rpt_1,IPR037614:Kazrin,IPR037615:Kazrin_SAM_rpt_2,IPR037616:Kazrin_SAM_rpt_3,				SM00454:SAM,	KW-0417~Keratinization,	KW-0206~Cytoskeleton,KW-0539~Nucleus,KW-0963~Cytoplasm,KW-0965~Cell junction,		KW-0175~Coiled coil,KW-0677~Repeat,			KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:SAM,DOMAIN:SAM 1,DOMAIN:SAM 2,DOMAIN:SAM 3,REGION:Disordered,
Q5S006	leucine-rich repeat kinase 2(Lrrk2)	Mus musculus		Function unknown,General function prediction only,	GO:0000165~MAPK cascade,GO:0001933~negative regulation of protein phosphorylation,GO:0001934~positive regulation of protein phosphorylation,GO:0006338~chromatin remodeling,GO:0006468~protein phosphorylation,GO:0006606~protein import into nucleus,GO:0006897~endocytosis,GO:0006914~autophagy,GO:0006979~response to oxidative stress,GO:0007005~mitochondrion organization,GO:0007029~endoplasmic reticulum organization,GO:0007030~Golgi organization,GO:0007040~lysosome organization,GO:0007165~signal transduction,GO:0007254~JNK cascade,GO:0007266~Rho protein signal transduction,GO:0007283~spermatogenesis,GO:0007528~neuromuscular junction development,GO:0008104~protein localization,GO:0008340~determination of adult lifespan,GO:0009267~cellular response to starvation,GO:0010468~regulation of gene expression,GO:0010506~regulation of autophagy,GO:0010508~positive regulation of autophagy,GO:0010738~regulation of protein kinase A signaling,GO:0010955~negative regulation of protein processing,GO:0010977~negative regulation of neuron projection development,GO:0014041~regulation of neuron maturation,GO:0016242~negative regulation of macroautophagy,GO:0016310~phosphorylation,GO:0018105~peptidyl-serine phosphorylation,GO:0018107~peptidyl-threonine phosphorylation,GO:0019722~calcium-mediated signaling,GO:0021756~striatum development,GO:0021772~olfactory bulb development,GO:0022028~tangential migration from the subventricular zone to the olfactory bulb,GO:0030182~neuron differentiation,GO:0031344~regulation of cell projection organization,GO:0031398~positive regulation of protein ubiquitination,GO:0031647~regulation of protein stability,GO:0032091~negative regulation of protein binding,GO:0032092~positive regulation of protein binding,GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0032760~positive regulation of tumor necrosis factor production,GO:0034260~negative regulation of GTPase activity,GO:0034599~cellular response to oxidative stress,GO:0034614~cellular response to reactive oxygen species,GO:0035556~intracellular signal transduction,GO:0035564~regulation of kidney size,GO:0035640~exploration behavior,GO:0035641~locomotory exploration behavior,GO:0035751~regulation of lysosomal lumen pH,GO:0036465~synaptic vesicle recycling,GO:0040012~regulation of locomotion,GO:0042391~regulation of membrane potential,GO:0043068~positive regulation of programmed cell death,GO:0043406~positive regulation of MAP kinase activity,GO:0045746~negative regulation of Notch signaling pathway,GO:0045860~positive regulation of protein kinase activity,GO:0046039~GTP metabolic process,GO:0046777~protein autophosphorylation,GO:0048312~intracellular distribution of mitochondria,GO:0048812~neuron projection morphogenesis,GO:0051646~mitochondrion localization,GO:0051770~positive regulation of nitric-oxide synthase biosynthetic process,GO:0051900~regulation of mitochondrial depolarization,GO:0051966~regulation of synaptic transmission, glutamatergic,GO:0060079~excitatory postsynaptic potential,GO:0060159~regulation of dopamine receptor signaling pathway,GO:0060161~positive regulation of dopamine receptor signaling pathway,GO:0060628~regulation of ER to Golgi vesicle-mediated transport,GO:0060828~regulation of canonical Wnt signaling pathway,GO:0061001~regulation of dendritic spine morphogenesis,GO:0070973~protein localization to endoplasmic reticulum exit site,GO:0071287~cellular response to manganese ion,GO:0090263~positive regulation of canonical Wnt signaling pathway,GO:0090394~negative regulation of excitatory postsynaptic potential,GO:0140058~neuron projection arborization,GO:0141161~regulation of cAMP/PKA signal transduction,GO:1900242~regulation of synaptic vesicle endocytosis,GO:1900244~positive regulation of synaptic vesicle endocytosis,GO:1902236~negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,GO:1902499~positive regulation of protein autoubiquitination,GO:1902692~regulation of neuroblast proliferation,GO:1902803~regulation of synaptic vesicle transport,GO:1902902~negative regulation of autophagosome assembly,GO:1903125~negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation,GO:1903215~negative regulation of protein targeting to mitochondrion,GO:1903351~cellular response to dopamine,GO:1903980~positive regulation of microglial cell activation,GO:1904887~Wnt signalosome assembly,GO:1905279~regulation of retrograde transport, endosome to Golgi,GO:1905289~regulation of CAMKK-AMPK signaling cascade,GO:2000172~regulation of branching morphogenesis of a nerve,GO:2000300~regulation of synaptic vesicle exocytosis,GO:2000377~regulation of reactive oxygen species metabolic process,	GO:0000139~Golgi membrane,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005741~mitochondrial outer membrane,GO:0005743~mitochondrial inner membrane,GO:0005759~mitochondrial matrix,GO:0005764~lysosome,GO:0005768~endosome,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0005794~Golgi apparatus,GO:0005798~Golgi-associated vesicle,GO:0005802~trans-Golgi network,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0005902~microvillus,GO:0008021~synaptic vesicle,GO:0016020~membrane,GO:0030424~axon,GO:0030425~dendrite,GO:0030426~growth cone,GO:0030672~synaptic vesicle membrane,GO:0031410~cytoplasmic vesicle,GO:0031966~mitochondrial membrane,GO:0032473~cytoplasmic side of mitochondrial outer membrane,GO:0032839~dendrite cytoplasm,GO:0043005~neuron projection,GO:0043025~neuronal cell body,GO:0043195~terminal bouton,GO:0043204~perikaryon,GO:0043231~intracellular membrane-bounded organelle,GO:0044753~amphisome,GO:0044754~autolysosome,GO:0045121~membrane raft,GO:0045202~synapse,GO:0045335~phagocytic vesicle,GO:0070971~endoplasmic reticulum exit site,GO:0097487~multivesicular body, internal vesicle,GO:0098794~postsynapse,GO:0098978~glutamatergic synapse,GO:0099400~caveola neck,GO:0099523~presynaptic cytosol,GO:1990904~ribonucleoprotein complex,GO:1990909~Wnt signalosome,	GO:0000149~SNARE binding,GO:0000287~magnesium ion binding,GO:0003779~actin binding,GO:0003924~GTPase activity,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0004676~3-phosphoinositide-dependent protein kinase activity,GO:0004677~DNA-dependent protein kinase activity,GO:0004679~AMP-activated protein kinase activity,GO:0004694~eukaryotic translation initiation factor 2alpha kinase activity,GO:0004706~JUN kinase kinase kinase activity,GO:0004709~MAP kinase kinase kinase activity,GO:0004711~ribosomal protein S6 kinase activity,GO:0005096~GTPase activator activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0005525~GTP binding,GO:0015631~tubulin binding,GO:0016301~kinase activity,GO:0017075~syntaxin-1 binding,GO:0030159~signaling receptor complex adaptor activity,GO:0030276~clathrin binding,GO:0031267~small GTPase binding,GO:0034211~GTP-dependent protein kinase activity,GO:0035175~histone H3S10 kinase activity,GO:0035402~histone H3T11 kinase activity,GO:0035403~histone H3T6 kinase activity,GO:0035979~histone H2AXS139 kinase activity,GO:0036479~peroxidase inhibitor activity,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0044022~histone H3S28 kinase activity,GO:0044023~histone H4S1 kinase activity,GO:0044024~histone H2AS1 kinase activity,GO:0044025~histone H2BS14 kinase activity,GO:0044325~transmembrane transporter binding,GO:0044877~protein-containing complex binding,GO:0051018~protein kinase A binding,GO:0072354~histone H3T3 kinase activity,GO:0072371~histone H2AS121 kinase activity,GO:0072518~Rho-dependent protein serine/threonine kinase activity,GO:0106310~protein serine kinase activity,GO:0140823~histone H2BS36 kinase activity,GO:0140855~histone H3S57 kinase activity,GO:0140857~histone H3T45 kinase activity,GO:1904713~beta-catenin destruction complex binding,GO:1990244~histone H2AT120 kinase activity,GO:1990606~membrane scission GTPase motor activity,	IPR000719:Prot_kinase_dom,IPR001611:Leu-rich_rpt,IPR003591:Leu-rich_rpt_typical-subtyp,IPR005225:Small_GTP-bd_dom,IPR008271:Ser/Thr_kinase_AS,IPR011009:Kinase-like_dom_sf,IPR011989:ARM-like,IPR015943:WD40/YVTN_repeat-like_dom_sf,IPR016024:ARM-type_fold,IPR017441:Protein_kinase_ATP_BS,IPR020859:ROC_dom,IPR027417:P-loop_NTPase,IPR032171:COR,IPR032675:LRR_dom_sf,IPR036322:WD40_repeat_dom_sf,IPR036770:Ankyrin_rpt-contain_sf,IPR051420:Ser_Thr_Kinases_DiverseReg,IPR053215:TKL_Ser/Thr_kinase,	mmu05012:Parkinson disease,mmu05022:Pathways of neurodegeneration - multiple diseases,			SM00175:RAB,SM00220:S_TKc,SM00364:LRR_BAC,SM00369:LRR_TYP,	KW-0072~Autophagy,KW-0221~Differentiation,	KW-0206~Cytoskeleton,KW-0256~Endoplasmic reticulum,KW-0333~Golgi apparatus,KW-0458~Lysosome,KW-0472~Membrane,KW-0496~Mitochondrion,KW-0770~Synapse,KW-0963~Cytoplasm,KW-0966~Cell projection,KW-0967~Endosome,KW-0968~Cytoplasmic vesicle,KW-1000~Mitochondrion outer membrane,		KW-0175~Coiled coil,KW-0433~Leucine-rich repeat,KW-0677~Repeat,KW-0812~Transmembrane,KW-0853~WD repeat,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0342~GTP-binding,KW-0547~Nucleotide-binding,	KW-0343~GTPase activation,KW-0378~Hydrolase,KW-0418~Kinase,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,	ACT_SITE:Proton acceptor,COMPBIAS:Polar residues,DOMAIN:COR,DOMAIN:Protein kinase,DOMAIN:Roc,MUTAGEN:A->T: Does not affect kinase activity and decreases sensitivity towards small molecule kinase inhibitors.,MUTAGEN:G->S: Increases kinase activity. Causes loss of dopaminergic neurons in the substantia nigra of 20-month old mice due to increased phosphorylation of APP. Reduces primary ciliogenesis.,MUTAGEN:R->C: Impaired ability to recruit SEC61A and SEC31A to endoplasmic reticulum exit sites. Impaired ability to regulate ER to Golgi vesicle-mediated transport.,MUTAGEN:R->G: Increases kinase activity. Reduces primary ciliogenesis. Causes fragmentation of the trans-Golgi network.,REGION:Disordered,REPEAT:LRR 1,REPEAT:LRR 10,REPEAT:LRR 11,REPEAT:LRR 12,REPEAT:LRR 2,REPEAT:LRR 3,REPEAT:LRR 4,REPEAT:LRR 5,REPEAT:LRR 6,REPEAT:LRR 7,REPEAT:LRR 8,REPEAT:LRR 9,REPEAT:WD 1,REPEAT:WD 2,REPEAT:WD 3,REPEAT:WD 4,REPEAT:WD 5,REPEAT:WD 6,REPEAT:WD 7,TRANSMEM:Helical,
Q6Z7K5	metal tolerance protein 3-like(LOC4330894)	Oryza sativa Japonica Group			GO:0006812~monoatomic cation transport,GO:0055085~transmembrane transport,	GO:0005774~vacuolar membrane,GO:0016020~membrane,	GO:0005384~manganese ion transmembrane transporter activity,GO:0008324~monoatomic cation transmembrane transporter activity,	IPR002524:Cation_efflux,IPR027469:Cation_efflux_TMD_sf,IPR027470:Cation_efflux_CTD,IPR036837:Cation_efflux_CTD_sf,IPR050291:CDF_Transporter,					KW-0406~Ion transport,KW-0813~Transport,	KW-0472~Membrane,KW-0926~Vacuole,		KW-0812~Transmembrane,KW-1133~Transmembrane helix,				COMPBIAS:Basic and acidic residues,DOMAIN:Cation efflux protein cytoplasmic,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Vacuolar,TRANSMEM:Helical,
Q99LB6	methionine adenosyltransferase 2 non-catalytic beta subunit methionine(Mat2b)	Mus musculus			GO:0006556~S-adenosylmethionine biosynthetic process,GO:0006730~one-carbon metabolic process,	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0048269~methionine adenosyltransferase complex,	GO:0019899~enzyme binding,GO:0048270~methionine adenosyltransferase regulator activity,	IPR005913:dTDP_dehydrorham_reduct,IPR029903:RmlD-like-bd,IPR036291:NAD(P)-bd_dom_sf,	mmu00270:Cysteine and methionine metabolism,mmu00670:One carbon pool by folate,mmu01100:Metabolic pathways,mmu01230:Biosynthesis of amino acids,mmu01240:Biosynthesis of cofactors,				KW-0554~One-carbon metabolism,				KW-0521~NADP,		KW-0597~Phosphoprotein,	DOMAIN:RmlD-like substrate binding,REGION:Required for interaction with MAT2A,
Q9CQ19	myosin, light polypeptide 9, regulatory(Myl9)	Mus musculus		Signal transduction mechanisms / Cytoskeleton / Cell division and chromosome partitioning / General function prediction only,	GO:0030239~myofibril assembly,	GO:0001725~stress fiber,GO:0005737~cytoplasm,GO:0005938~cell cortex,GO:0016460~myosin II complex,GO:0030016~myofibril,GO:0030018~Z disc,	GO:0005509~calcium ion binding,GO:0032036~myosin heavy chain binding,	IPR002048:EF_hand_dom,IPR011992:EF-hand-dom_pair,IPR018247:EF_Hand_1_Ca_BS,IPR050403:Myosin_RLC,	mmu04022:cGMP-PKG signaling pathway,mmu04024:cAMP signaling pathway,mmu04270:Vascular smooth muscle contraction,mmu04360:Axon guidance,mmu04510:Focal adhesion,mmu04520:Adherens junction,mmu04530:Tight junction,mmu04670:Leukocyte transendothelial migration,mmu04810:Regulation of actin cytoskeleton,mmu04814:Motor proteins,mmu04820:Cytoskeleton in muscle cells,mmu04921:Oxytocin signaling pathway,mmu05132:Salmonella infection,			SM00054:EFh,		KW-0206~Cytoskeleton,KW-0963~Cytoplasm,		KW-0677~Repeat,	KW-0106~Calcium,KW-0479~Metal-binding,	KW-0505~Motor protein,KW-0514~Muscle protein,KW-0518~Myosin,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	DOMAIN:EF-hand,DOMAIN:EF-hand 1,DOMAIN:EF-hand 2,DOMAIN:EF-hand 3,MUTAGEN:S->D: Prevents aberrant myotube formation in PIEZO1-deficient myoblast; when associated with D-19.,MUTAGEN:T->D: Prevents aberrant myotube formation in PIEZO1-deficient myoblast; when associated with D-20.,REGION:Disordered,
P0CI65	nephronophthisis 3(nphp3)	Danio rerio			GO:0001822~kidney development,GO:0003146~heart jogging,GO:0007368~determination of left/right symmetry,GO:0007601~visual perception,GO:0016055~Wnt signaling pathway,GO:0048793~pronephros development,GO:0060026~convergent extension,GO:0060271~cilium assembly,GO:0060972~left/right pattern formation,GO:0070121~Kupffer's vesicle development,	GO:0005929~cilium,GO:0042995~cell projection,GO:0097543~ciliary inversin compartment,GO:0097546~ciliary base,		IPR011990:TPR-like_helical_dom_sf,IPR019734:TPR_repeat,IPR027417:P-loop_NTPase,IPR051787:Effector/Ciliary-Dev_Assoc,				SM00028:TPR,	KW-0879~Wnt signaling pathway,	KW-0966~Cell projection,KW-0969~Cilium,		KW-0175~Coiled coil,KW-0677~Repeat,KW-0802~TPR repeat,				COMPBIAS:Polar residues,REGION:Disordered,REPEAT:TPR 1,REPEAT:TPR 10,REPEAT:TPR 2,REPEAT:TPR 3,REPEAT:TPR 4,REPEAT:TPR 5,REPEAT:TPR 6,REPEAT:TPR 7,REPEAT:TPR 8,REPEAT:TPR 9,
Q99743	neuronal PAS domain protein 2(NPAS2)	Homo sapiens			GO:0006357~regulation of transcription by RNA polymerase II,GO:0006974~DNA damage response,GO:0007417~central nervous system development,GO:0009410~response to xenobiotic stimulus,GO:0032922~circadian regulation of gene expression,GO:0045739~positive regulation of DNA repair,GO:0045893~positive regulation of DNA-templated transcription,GO:0051775~response to redox state,GO:2000987~positive regulation of behavioral fear response,	GO:0000785~chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005667~transcription regulator complex,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:1990513~CLOCK-BMAL transcription complex,	GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0003677~DNA binding,GO:0003700~DNA-binding transcription factor activity,GO:0005515~protein binding,GO:0046872~metal ion binding,GO:0046983~protein dimerization activity,GO:0051879~Hsp90 protein binding,GO:0070888~E-box binding,GO:1990837~sequence-specific double-stranded DNA binding,	IPR000014:PAS,IPR001067:Nuc_translocat,IPR001610:PAC,IPR011598:bHLH_dom,IPR013767:PAS_fold,IPR035965:PAS-like_dom_sf,IPR036638:HLH_DNA-bd_sf,IPR047230:CLOCK-like,	hsa04710:Circadian rhythm,			SM00086:PAC,SM00091:PAS,SM00353:HLH,	KW-0090~Biological rhythms,KW-0227~DNA damage,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,		KW-0677~Repeat,	KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,	KW-0010~Activator,KW-0238~DNA-binding,		BINDING:axial binding residue,COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,COMPBIAS:Pro residues,DOMAIN:BHLH,DOMAIN:PAC,DOMAIN:PAS,DOMAIN:PAS 1,DOMAIN:PAS 2,DOMAIN:bHLH,REGION:Disordered,REGION:Sufficient for heterodimer formation with BMAL1, E-box binding and for the effect of NADPH,
Q9CQM0	nicolin 1(Nicn1)	Mus musculus			GO:0008150~biological_process,	GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0005874~microtubule,	GO:0003674~molecular_function,	IPR040235:Nicolin-1,						KW-0493~Microtubule,KW-0539~Nucleus,
Q6V0K7	oncoprotein induced transcript 3(Oit3)	Rattus norvegicus			GO:0003014~renal system process,	GO:0005615~extracellular space,GO:0005635~nuclear envelope,GO:0009986~cell surface,	GO:0005509~calcium ion binding,GO:0005515~protein binding,	IPR000742:EGF-like_dom,IPR001507:ZP_dom,IPR001881:EGF-like_Ca-bd_dom,IPR042235:ZP-C,IPR048290:ZP_chr,				SM00179:EGF_CA,SM00181:EGF,SM00241:ZP,		KW-0539~Nucleus,		KW-0245~EGF-like domain,KW-0732~Signal,	KW-0106~Calcium,		KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:EGF-like; calcium-binding,DOMAIN:ZP,REGION:Disordered,
Q7ZU45	outer dynein arm docking complex subunit 4(odad4)	Danio rerio			GO:0003341~cilium movement,GO:0032474~otolith morphogenesis,GO:0036158~outer dynein arm assembly,GO:0060271~cilium assembly,GO:0061371~determination of heart left/right asymmetry,	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0042995~cell projection,		IPR011990:TPR-like_helical_dom_sf,IPR019734:TPR_repeat,IPR040111:ODAD4,				SM00028:TPR,		KW-0206~Cytoskeleton,KW-0963~Cytoplasm,KW-0966~Cell projection,		KW-0677~Repeat,KW-0802~TPR repeat,				REGION:Disordered,REPEAT:TPR 1,REPEAT:TPR 2,REPEAT:TPR 3,REPEAT:TPR 4,REPEAT:TPR 5,REPEAT:TPR 6,REPEAT:TPR 7,
