biomin_hit,gene_id,evalue,score,species_id,species,group_id,type,conservation_level,blasted protein in Stylophora,definition,Ref
Gene:g9094,Peve_00034004,0,779,Peve,NA,NA,NA,NA,"XP_022795459.1, XP_022777933.1",Annotated: Actin,"Mummadisetti et al., 2021"
Gene:g15955,Peve_00007681,0,994,Peve,Peve,OG_08639,three_way,medium,XP_022794736.1,Annotated: MAM and LDL receptor-containing protein (MAM LDL-2),"Mummadisetti et al., 2021"
Gene:g2829,Peve_00005199,1.35e-71,239,Peve,Peve,OG_16000,peve_ptua,low,"XP_022783414.1, XP_022783413.1, XP_022783414.1",Annotated: Thrombospondin-like protein (Thrombospondin),"Mummadisetti et al., 2021"
Gene:g907,Peve_00017912,2.3599999999999998e-147,421,Peve,Peve,OG_02317,three_way,medium,XP_022806326.1,Annotated: Zona Pellucida (ZP domain-containing),"Mummadisetti et al., 2021"
Gene:g39770,Peve_00024180,4.86e-49,166,Peve,Peve,OG_01486,three_way,low,XP_022795871.1,Annotated: Kielin-Like,"Mummadisetti et al., 2021"
Gene:g15294.t1,Peve_00003934,0,1485,Peve,Peve,OG_00843,three_way,low,XP_022779720.1,Annotated: Vitellogenin,"Mummadisetti et al., 2021"
AAD11470.1,Peve_00034989,0,1748,Peve,Peve,OG_02260,three_way,medium,XP_022803851.1,L-type calcium channel alpha-1 subunit,"Zoccola et al., 1999"
AGG36361.1,Peve_00021613,0,1670,Peve,Peve,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Protoacadherin (PC4),"Drake et al., 2013"
EU532164.1,Peve_00032354,1.7999999999999998e-72,226,Peve,Peve,OG_17533,peve_ptua,low,XP_022799914.1,carbonic anhydrase 2,"Bertucci et al., 2011"
MG182344.1,Peve_00021513,0,1615,Peve,Peve,OG_06754,three_way,high, XP_022792788.1,Acropora yongei Na+/Ca2+ exchanger,"Barron et al., 2018"
MG182345.1,Peve_00043963,0,1093,Peve,Peve,OG_09106,three_way,high,XP_022784107.1,Acropora yongei Na+/Ca2+ exchanger,"Barron et al., 2018"
XP_022781731.1,Peve_00007229,0,887,Peve,Peve,OG_09082,three_way,low,XP_022781731.1,sodium-independent sulfate anion transporter-like 2C transcript variant X1,"Zoccola et al., 2015"
XP_022783031.1,Peve_00019501,0,1015,Peve,Peve,OG_06610,three_way,high,XP_022783031.1,sodium bicarbonate transporter-like protein 11,"Zoccola et al., 2015"
XP_022788270.1,Peve_00003282,0,1691,Peve,Peve,OG_04243,three_way,medium,XP_022788270.1,band 3 anion transport protein-like,"Zoccola et al., 2015"
XP_022791567.1,Peve_00003282,0,833,Peve,Peve,OG_04243,three_way,medium,XP_022791567.1,anion exchange protein 2-like,"Zoccola et al., 2015"
XP_022800320.1,Peve_00023430,0,1141,Peve,Peve,OG_01579,three_way,medium,XP_022800320.1,sulfate anion transporter 1-like isoform X1,"Zoccola et al., 2015"
XP_022800329.1,Peve_00023430,0,1141,Peve,Peve,OG_01579,three_way,medium,XP_022800329.1,sulfate anion transporter 1-like isoform X2,"Zoccola et al., 2015"
XP_022800339.1,Peve_00023433,0,889,Peve,Peve,OG_01475,three_way,medium,XP_022800339.1,sulfate anion transporter 1-like isoform X1,"Zoccola et al., 2015"
XP_022801463.1,Peve_00021291,0,1655,Peve,Peve,OG_07641,three_way,medium,XP_022801463.1,sodium bicarbonate cotransporter 3-like isoform X2,"Zoccola et al., 2015"
JT001945.1,Pocillopora_meandrina_HIv1___RNAseq.g26354.t1,3.02e-93,283,Ptua,Ptua,OG_07389,three_way,low,XP_022782398.1,Skeletal acidic Asp-rich Protein 1 (SAARP 1),"Ramos-Silva et al., 2013"
JR972076.1,Pocillopora_meandrina_HIv1___RNAseq.g7413.t1,3.44e-69,228,Ptua,Ptua,OG_10205,three_way,low,"XP_022781839.1, XP_022781915.1",Acidic skeletal organic matrix protein (Acidic SOMP),"Ramos-Silva et al., 2013"
JR991407.1,Pocillopora_meandrina_HIv1___RNAseq.g28782.t1,2.7599999999999997e-99,301,Ptua,Ptua,OG_07331,three_way,low,XP_022780690.1,Skeletal acidic Asp-rich Protein 2 (SAARP2),"Ramos-Silva et al., 2013"
JT014391.1,Pocillopora_meandrina_HIv1___RNAseq.g17597.t1,3.82e-42,142,Ptua,Ptua,OG_05250,three_way,low,XP_022797021.1,Uncharacterized skeletal organic matrix protein-8 (USOMP-8),"Ramos-Silva et al., 2013"
JT016638.1,Pocillopora_meandrina_HIv1___RNAseq.g20694.t1,0,1160,Ptua,Ptua,OG_16000,peve_ptua,low,XP_022783430.1,Coadhesin,"Ramos-Silva et al., 2013"
JT011118.1,Pocillopora_meandrina_HIv1___RNAseq.g1463.t1,0,6081,Ptua,Ptua,OG_08639,three_way,medium,XP_022794736.1,MAM and LDL-receptor domain- containing protein 1,"Ramos-Silva et al., 2013"
JR994474.1,Pocillopora_meandrina_HIv1___RNAseq.g1463.t1,0,10289,Ptua,Ptua,OG_08639,three_way,medium,XP_022794736.1,MAM and LDL-receptor domain- containing protein 2,"Ramos-Silva et al., 2013"
JR982706.1,Pocillopora_meandrina_HIv1___RNAseq.g4364.t1b,2.24e-64,218,Ptua,Ptua,OG_14615,apul_ptua,low,XP_022808152.1,Uncharacterized skeletal organic matrix protein-2  (USOMP-2),"Ramos-Silva et al., 2013"
JR997000.1,Pocillopora_meandrina_HIv1___RNAseq.g25429.t1,2.32e-45,163,Ptua,NA,NA,NA,NA,"XP_022807628.1, XP_022807627.1, XP_022807629.1, XP_022807631.1",Uncharacterized skeletal organic matrix protein-3  (USOMP-3),"Ramos-Silva et al., 2013"
JR976690.1,Pocillopora_meandrina_HIv1___RNAseq.g13096.t1,2.16e-38,136,Ptua,NA,NA,NA,NA,"XP_022794122.1, XP_022794121.1",Galaxin 2,"Ramos-Silva et al., 2013"
aug_v2a.24015.t1,Pocillopora_meandrina_HIv1___RNAseq.g19147.t1,0,1711,Ptua,Ptua,OG_05514,three_way,medium,XP_022788227.1,Hephaestin-like protein,"Takeuchi et al., 2016"
aug_v2a.02830,Pocillopora_meandrina_HIv1___TS.g21950.t1,0,1883,Ptua,Ptua,OG_14623,apul_ptua,low,"XP_022782704.1,XP_022782703.1",polycystic kidney disease 1-related (PKD1-related) protein,"Takeuchi et al., 2016"
JN631095.1,Pocillopora_meandrina_HIv1___TS.g30016.t1,1.11e-150,432,Ptua,Ptua,OG_02317,three_way,medium,XP_029195765.1,Acropora millepora clone B26 hypothetical protein p251_4,"Hayward et al., 2011"
HM163215,Pocillopora_meandrina_HIv1___RNAseq.g4499.t1,8.53e-46,158,Ptua,NA,NA,NA,NA,XP_029187982.1,Acropora millepora galaxin,"Reyes-Bermudez et al., 2009"
JR980881.1,Pocillopora_meandrina_HIv1___RNAseq.g4779.t1,0,929,Ptua,Ptua,OG_04547,three_way,low,XP_022804012.1,EGF and laminin G domain-containing protein,"Ramos-Silva et al., 2013"
JR998014.1,Pocillopora_meandrina_HIv1___RNAseq.g30111.t1,7.799999999999999e-32,114,Ptua,NA,NA,NA,NA,"XP_022799897.1, XP_022799896.1, XP_022801327.1, XP_022801328.1, XP_022801331.1",Putative carbonic anhydrase,"Ramos-Silva et al., 2013"
aug_v2a.19518.t1,Pocillopora_meandrina_HIv1___RNAseq.g9346.t1,0,2900,Ptua,Ptua,OG_05819,three_way,medium,XP_022784808.1,Protocadherin-like,"Takeuchi et al., 2016"
JR991083.1,Pocillopora_meandrina_HIv1___TS.g13920.t1,0,799,Ptua,Ptua,OG_14790,apul_ptua,medium,XP_022779335.1,Collagen alpha-1 chain,"Ramos-Silva et al., 2013"
JR973117.1,Pocillopora_meandrina_HIv1___RNAseq.g5928.t1a,3.96e-54,176,Ptua,Ptua,OG_14915,apul_ptua,low,"XP_022808048.1, XP_022808045.1, XP_022790310.1",Uncharacterized skeletal organic matrix protein-5 (USOMP-5),"Ramos-Silva et al., 2013"
JR998260.1,Pocillopora_meandrina_HIv1___RNAseq.g12145.t1,1.1499999999999998e-157,447,Ptua,Ptua,OG_16539,peve_ptua,medium,XP_022803212.1,Uncharacterized skeletal organic matrix protein-7 (USOMP7),"Ramos-Silva et al., 2013"
aug_v2a.24512.t1,Pocillopora_meandrina_HIv1___RNAseq.g4779.t1,4.12e-123,400,Ptua,Ptua,OG_04547,three_way,low,XP_022804012.1,EGF and laminin G domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.06122.t1,Pocillopora_meandrina_HIv1___RNAseq.g4779.t1,0,556,Ptua,Ptua,OG_04547,three_way,low,XP_022804012.1,EGF and laminin G domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.06123.t1,Pocillopora_meandrina_HIv1___RNAseq.g4779.t1,5.34e-139,438,Ptua,Ptua,OG_04547,three_way,low,XP_022804012.1,EGF and laminin G domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.02830.t1,Pocillopora_meandrina_HIv1___TS.g21950.t1,0,1272,Ptua,Ptua,OG_14623,apul_ptua,low,"XP_022782704.1,XP_022782703.1",polycystic kidney disease 1-related (PKD1-related) protein,"Takeuchi et al., 2016"
aug_v2a.07627.t1,Pocillopora_meandrina_HIv1___TS.g30016.t1,7.689999999999999e-150,428,Ptua,Ptua,OG_02317,three_way,medium,XP_022806326.1,Zona pellucida domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.09968.t1,Pocillopora_meandrina_HIv1___RNAseq.g1463.t1,0,2879,Ptua,Ptua,OG_08639,three_way,medium,XP_022794736.1,MAM and LDLr domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.09969.t1,Pocillopora_meandrina_HIv1___RNAseq.g1463.t1,0,4155,Ptua,Ptua,OG_08639,three_way,medium,XP_022794736.1,MAM and LDLr domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.05945.t1,Pocillopora_meandrina_HIv1___RNAseq.g20694.t1,1.11e-115,388,Ptua,Ptua,OG_16000,peve_ptua,low,XP_022783430.1,TSP-1 and VWA domain-containing,"Takeuchi et al., 2016"
aug_v2a.09809.t1,Pocillopora_meandrina_HIv1___RNAseq.g30114.t1,0,605,Ptua,Ptua,OG_01981,three_way,low,XP_022801334.1,Mucin4-like protein,"Takeuchi et al., 2016"
aug_v2a.15580.t1,Pocillopora_meandrina_HIv1___RNAseq.g4779.t1,2.78e-51,187,Ptua,Ptua,OG_04547,three_way,low,XP_022804012.1,Laminin G domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.22918.t1,Pocillopora_meandrina_HIv1___RNAseq.g5928.t1a,7.98e-43,146,Ptua,Ptua,OG_14915,apul_ptua,low,"XP_022808048.1, XP_022808045.1, XP_022790310.1",EP-like1,"Takeuchi et al., 2016"
aug_v2a.00002.t1,Pocillopora_meandrina_HIv1___RNAseq.g5928.t1a,3.91e-83,254,Ptua,Ptua,OG_14915,apul_ptua,low,"XP_022808048.1, XP_022808045.1, XP_022790310.1",EP-like 2,"Takeuchi et al., 2016"
aug_v2a.18631.t1,Pocillopora_meandrina_HIv1___RNAseq.g13096.t1,8.960000000000001e-29,108,Ptua,NA,NA,NA,NA,"XP_022794122.1, XP_022794121.1",galaxin,"Takeuchi et al., 2016"
aug_v2a.15065.t1,Pocillopora_meandrina_HIv1___RNAseq.g13096.t1,5.89e-33,120,Ptua,NA,NA,NA,NA,"XP_022794122.1, XP_022794121.1",galaxin2,"Takeuchi et al., 2016"
aug_v2a.15064.t1,Pocillopora_meandrina_HIv1___RNAseq.g4364.t1b,3.41e-49,175,Ptua,Ptua,OG_14615,apul_ptua,low,XP_022808152.1,Cystein-rich,"Takeuchi et al., 2016"
aug_v2a.11068.t1,Pocillopora_meandrina_HIv1___RNAseq.g26354.t1,1.95e-93,284,Ptua,Ptua,OG_07389,three_way,low,XP_022782398.1,SAARP1,"Takeuchi et al., 2016"
aug_v2a.01440.t1(aug_v2a.01441.t1),Pocillopora_meandrina_HIv1___RNAseq.g28869.t1,1.53e-51,173,Ptua,NA,NA,NA,NA,XP_022780690.1,Adi-SAARP2,"Takeuchi et al., 2016"
aug_v2a.06327.t1,Pocillopora_meandrina_HIv1___RNAseq.g7413.t1,1.6e-29,115,Ptua,Ptua,OG_10205,three_way,low,"XP_022781839.1, XP_022781915.1",SAARP3,"Takeuchi et al., 2016"
PFX13778.1,Pocillopora_meandrina_HIv1___RNAseq.g5671.t1,0,4849,Ptua,Ptua,OG_14547,apul_ptua,high,XP_022808646.1,Sacsin [Stylophora pistillata],"Peled et al., 2020"
PFX14205.1,Pocillopora_meandrina_HIv1___TS.g11328.t1,4.289999999999999e-176,517,Ptua,NA,NA,NA,NA,XP_022808089.1,"Proto-oncogene tyrosine-protein kinase receptor Ret, partial [Stylophora pistillata]","Peled et al., 2020"
PFX15740.1,Pocillopora_meandrina_HIv1___RNAseq.g24655.t1,0,2699,Ptua,NA,NA,NA,NA,XP_022806058.1,Protein FAM208A [Stylophora pistillata],"Peled et al., 2020"
PFX16398.1,Pocillopora_meandrina_HIv1___RNAseq.g20327.t1,2.98e-45,162,Ptua,NA,NA,NA,NA,XP_022805070.1,hypothetical protein AWC38_SpisGene19330 [Stylophora pistillata],"Peled et al., 2020"
PFX18785.1,Pocillopora_meandrina_HIv1___RNAseq.g30114.t1,0,1268,Ptua,Ptua,OG_01981,three_way,low,"XP_022801334.1, XP_022801335.1",Mucin-4 [Stylophora pistillata],"Peled et al., 2020"
PFX26597.1,Pocillopora_meandrina_HIv1___RNAseq.g6708.t1,0,3024,Ptua,Ptua,OG_10007,three_way,low,XP_022788977.1,Complement C3 [Stylophora pistillata],"Peled et al., 2020"
PFX26751.1,Pocillopora_meandrina_HIv1___RNAseq.g9310.t1,3.15e-86,300,Ptua,Ptua,OG_04651,three_way,medium,XP_022788730.1,Transmembrane protease serine 9 [Stylophora pistillata],"Peled et al., 2020"
PFX27832.1,Pocillopora_meandrina_HIv1___TS.g29167.t1,0,800,Ptua,NA,NA,NA,NA,XP_022786864.1,Poly [ADP-ribose] polymerase 11 [Stylophora pistillata],"Peled et al., 2020"
PFX30903.1,Pocillopora_meandrina_HIv1___RNAseq.g7413.t1,7.379999999999999e-169,494,Ptua,Ptua,OG_10205,three_way,low,XP_022781839.1,hypothetical protein AWC38_SpisGene4292 [Stylophora pistillata],"Peled et al., 2020"
XP_022783323.1,Pocillopora_meandrina_HIv1___RNAseq.g24031.t1,3.1799999999999996e-124,354,Ptua,Ptua,OG_14257,apul_ptua,low,XP_022783323.1,phosphopantothenoylcysteine decarboxylase subunit VHS3-like [Stylophora pistillata],"Peled et al., 2020"
XP_022786582.1,Pocillopora_meandrina_HIv1___RNAseq.g18784.t1,1.13e-150,424,Ptua,NA,NA,NA,NA,XP_022786582.1,synapsin-2-like isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022799089.1,Pocillopora_meandrina_HIv1___RNAseq.g1384.t1,7.799999999999999e-118,345,Ptua,NA,NA,NA,NA,XP_022799089.1,CUB domain-containing protein-like isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022804012.1,Pocillopora_meandrina_HIv1___RNAseq.g4779.t1,0,1768,Ptua,Ptua,OG_04547,three_way,low,XP_022804012.1,EGF and laminin G domain-containing protein-like [Stylophora pistillata],"Peled et al., 2020"
XP_022779720.1,Pocillopora_meandrina_HIv1___RNAseq.g12638.t1,0,3051,Ptua,Ptua,OG_00843,three_way,low,XP_022779720.1,vitellogenin-like [Stylophora pistillata],"Peled et al., 2020"
XP_022780303.1,Pocillopora_meandrina_HIv1___TS.g8098.t1,0,30404,Ptua,Ptua,OG_08878,three_way,medium,XP_022780303.1,LOW QUALITY PROTEIN: uncharacterized protein LOC111321626 [Stylophora pistillata],"Peled et al., 2020"
XP_022780690.1,Pocillopora_meandrina_HIv1___RNAseq.g28782.t1,1.1099999999999999e-178,504,Ptua,Ptua,OG_07331,three_way,low,XP_022780690.1,skeletal aspartic acid-rich protein 2-like (CARP5),"Peled et al., 2020"
XP_022780694.1,Pocillopora_meandrina_HIv1___RNAseq.g29240.t1,1.66e-104,312,Ptua,Ptua,OG_13886,apul_ptua,low,XP_022780694.1,CUB and peptidase domain-containing protein 2-like [Stylophora pistillata],"Peled et al., 2020"
XP_022782398.1,Pocillopora_meandrina_HIv1___RNAseq.g26354.t1,0,526,Ptua,Ptua,OG_07389,three_way,low,XP_022782398.1,skeletal aspartic acid-rich protein 1-like (CARP4),"Peled et al., 2020"
XP_022783044.1,Pocillopora_meandrina_HIv1___RNAseq.g17316.t1,0,619,Ptua,Ptua,OG_06607,three_way,low,XP_022783044.1,uncharacterized protein LOC111323869 [Stylophora pistillata],"Peled et al., 2020"
XP_022783415.1,Pocillopora_meandrina_HIv1___RNAseq.g20693.t1,0,1887,Ptua,NA,NA,NA,NA,XP_022783415.1,coadhesin-like isoform X3 [Stylophora pistillata],"Peled et al., 2020"
XP_022783952.1,Pocillopora_meandrina_HIv1___RNAseq.g23045.t1,0,506,Ptua,NA,NA,NA,NA,XP_022783952.1,collagenase 3-like [Stylophora pistillata],"Peled et al., 2020"
XP_022784623.1,Pocillopora_meandrina_HIv1___RNAseq.g17817.t2,0,2036,Ptua,Ptua,OG_05228,three_way,low,XP_022784623.1,cation channel sperm-associated protein subunit beta-like [Stylophora pistillata],"Peled et al., 2020"
XP_022786918.1,Pocillopora_meandrina_HIv1___RNAseq.g8456.t1,0,2134,Ptua,Ptua,OG_09247,three_way,low,XP_022786918.1,major yolk protein-like isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022788227.1,Pocillopora_meandrina_HIv1___RNAseq.g19147.t1,0,2133,Ptua,Ptua,OG_05514,three_way,medium,XP_022788227.1,hephaestin-like protein [Stylophora pistillata],"Peled et al., 2020"
XP_022788730.1,Pocillopora_meandrina_HIv1___RNAseq.g23019.t1,3.3699999999999995e-72,226,Ptua,NA,NA,NA,NA,XP_022788730.1,chymotrypsin-like elastase family member 1 [Stylophora pistillata],"Peled et al., 2020"
XP_022789591.1,Pocillopora_meandrina_HIv1___TS.g15837.t1,0,1352,Ptua,Ptua,OG_03330,three_way,low,XP_022789591.1,endothelin-converting enzyme 1-like isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022789932.1,Pocillopora_meandrina_HIv1___RNAseq.g219.t1,0,1251,Ptua,Ptua,OG_04331,three_way,low,XP_022789932.1,MAGUK p55 subfamily member 7-like [Stylophora pistillata],"Peled et al., 2020"
XP_022790441.1,Pocillopora_meandrina_HIv1___TS.g18783.t1,0,961,Ptua,Ptua,OG_07508,three_way,medium,XP_022790441.1,PHD finger protein 21A-like [Stylophora pistillata],"Peled et al., 2020"
XP_022792212.1,Pocillopora_meandrina_HIv1___RNAseq.g25776.t1,5.3e-41,137,Ptua,Ptua,OG_06430,three_way,high,XP_022792212.1,ras-like protein 3 [Stylophora pistillata],"Peled et al., 2020"
XP_022794122.1,Pocillopora_meandrina_HIv1___RNAseq.g13096.t1,1.7e-141,399,Ptua,NA,NA,NA,NA,XP_022794122.1,galaxin-like isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022794351.1,Pocillopora_meandrina_HIv1___RNAseq.g5785.t1,1.25e-95,276,Ptua,Ptua,OG_02088,three_way,low,XP_022794351.1,mammalian ependymin-related protein 1-like [Stylophora pistillata],"Peled et al., 2020"
XP_022794736.1,Pocillopora_meandrina_HIv1___RNAseq.g1463.t1,0,10512,Ptua,Ptua,OG_08639,three_way,medium,XP_022794736.1,MAM and LDL-receptor class A domain-containing protein 2-like [Stylophora pistillata],"Peled et al., 2020"
XP_022796981.1,Pocillopora_meandrina_HIv1___RNAseq.g17598.t1,3.35e-81,238,Ptua,Ptua,OG_16707,peve_ptua,low,XP_022796981.1,uncharacterized skeletal organic matrix protein 8-like [Stylophora pistillata],"Peled et al., 2020"
XP_022796982.1,Pocillopora_meandrina_HIv1___RNAseq.g17598.t1,4.01e-53,167,Ptua,Ptua,OG_16707,peve_ptua,low,XP_022796982.1,uncharacterized protein LOC111335364 [Stylophora pistillata],"Peled et al., 2020"
XP_022798902.1,Pocillopora_meandrina_HIv1___RNAseq.g29540.t1,0,1467,Ptua,Ptua,OG_00355,three_way,low,XP_022798902.1,low-density lipoprotein receptor-related protein 8-like [Stylophora pistillata],"Peled et al., 2020"
XP_022799541.1,Pocillopora_meandrina_HIv1___RNAseq.g8574.t1,0,5304,Ptua,Ptua,OG_01177,three_way,low,XP_022799541.1,uncharacterized protein LOC111337489 [Stylophora pistillata],"Peled et al., 2020"
XP_022803524.1,Pocillopora_meandrina_HIv1___RNAseq.g21710.t1,0,872,Ptua,Ptua,OG_03857,three_way,medium,XP_022803524.1,digestive cysteine proteinase 1-like [Stylophora pistillata],"Peled et al., 2020"
XP_022803808.1,Pocillopora_meandrina_HIv1___RNAseq.g25131.t1,6.919999999999999e-177,503,Ptua,NA,NA,NA,NA,XP_022803808.1,deleted in malignant brain tumors 1 protein-like [Stylophora pistillata],"Peled et al., 2020"
XP_022803872.1,Pocillopora_meandrina_HIv1___TS.g1832.t1,5.08e-73,251,Ptua,NA,NA,NA,NA,XP_022803872.1,spore wall protein 2-like isoform X3 [Stylophora pistillata],"Peled et al., 2020"
XP_022803894.1,Pocillopora_meandrina_HIv1___RNAseq.g13584.t1,1.04e-81,269,Ptua,Ptua,OG_05606,three_way,high,XP_022803894.1,uncharacterized protein LOC111341206 [Stylophora pistillata],"Peled et al., 2020"
XP_022804785.1,Pocillopora_meandrina_HIv1___RNAseq.g6331.t2,5.07e-60,194,Ptua,Ptua,OG_02190,three_way,high,XP_022804785.1,"thioredoxin reductase 1, cytoplasmic-like [Stylophora pistillata]","Peled et al., 2020"
XP_022805470.1,Pocillopora_meandrina_HIv1___RNAseq.g13559.t1,0,1582,Ptua,NA,NA,NA,NA,XP_022805470.1,uncharacterized protein LOC111342641 [Stylophora pistillata],"Peled et al., 2020"
XP_022806326.1,Pocillopora_meandrina_HIv1___TS.g30016.t1,0,623,Ptua,Ptua,OG_02317,three_way,medium,XP_022806326.1,ZP domain-containing protein-like [Stylophora pistillata],"Peled et al., 2020"
XP_022806664.1,Pocillopora_meandrina_HIv1___RNAseq.g12035.t1,0,2290,Ptua,Ptua,OG_08144,three_way,low,XP_022806664.1,protein lingerer-like [Stylophora pistillata],"Peled et al., 2020"
XP_022806928.1,Pocillopora_meandrina_HIv1___RNAseq.g14737.t1,0,1613,Ptua,Ptua,OG_02184,three_way,medium,XP_022806928.1,SLIT-ROBO Rho GTPase-activating protein 1-like [Stylophora pistillata],"Peled et al., 2020"
XP_022807143.1,Pocillopora_meandrina_HIv1___RNAseq.g11082.t1,0,2366,Ptua,Ptua,OG_08432,three_way,medium,XP_022807143.1,condensin-2 complex subunit D3-like [Stylophora pistillata],"Peled et al., 2020"
XP_022807256.1,Pocillopora_meandrina_HIv1___RNAseq.g29581.t1,7.039999999999999e-72,241,Ptua,Ptua,OG_15594,apul_ptua,medium,XP_022807256.1,uncharacterized protein LOC111344300 [Stylophora pistillata],"Peled et al., 2020"
XP_022807807.1,Pocillopora_meandrina_HIv1___RNAseq.g21426.t1,0,1027,Ptua,NA,NA,NA,NA,XP_022807807.1,uncharacterized protein LOC111344812 [Stylophora pistillata],"Peled et al., 2020"
XP_022808163.1,Pocillopora_meandrina_HIv1___RNAseq.g24098.t1,1.22e-114,324,Ptua,Ptua,OG_15070,apul_ptua,medium,XP_022808163.1,uncharacterized protein LOC111345150 [Stylophora pistillata],"Peled et al., 2020"
XP_022808576.1,Pocillopora_meandrina_HIv1___RNAseq.g30035.t1,2.56e-131,376,Ptua,NA,NA,NA,NA,XP_022808576.1,uncharacterized protein LOC111345553 isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022809269.1,Pocillopora_meandrina_HIv1___RNAseq.g18656.t1,0,2647,Ptua,Ptua,OG_05498,three_way,low,XP_022809269.1,microtubule-associated tumor suppressor 1 homolog isoform X1 [Stylophora pistillata],"Peled et al., 2020"
XP_022809270.1,Pocillopora_meandrina_HIv1___RNAseq.g18656.t1,0,2361,Ptua,Ptua,OG_05498,three_way,low,XP_022809270.1,microtubule-associated tumor suppressor 1 homolog isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022810585.1,Pocillopora_meandrina_HIv1___TS.g29212.t1,0,1088,Ptua,NA,NA,NA,NA,XP_022810585.1,"von Willebrand factor D and EGF domain-containing protein-like, partial [Stylophora pistillata]","Peled et al., 2020"
XP_022778283.1,Pocillopora_meandrina_HIv1___RNAseq.g10753.t1,8.309999999999999e-94,298,Ptua,Ptua,OG_17982,peve_ptua,low,XP_022778283.1,"uncharacterized protein LOC111319816, partial [Stylophora pistillata]","Peled et al., 2020"
ACE95141.1,Pocillopora_meandrina_HIv1___RNAseq.g30112.t1,0,525,Ptua,NA,NA,NA,NA,XP_022799914.1,carbonic anhydrase [Stylophora pistillata],"Moya et al., 2008"
P9_g10811;P1_g11108;P10_g11107,Pocillopora_meandrina_HIv1___RNAseq.g11924.t1,0,2433,Ptua,NA,NA,NA,NA,XP_022784808.1,Protocadherin fat-like,"Drake et al., 2013"
P2_g11187,Pocillopora_meandrina_HIv1___RNAseq.g26354.t1,3.5199999999999994e-158,446,Ptua,Ptua,OG_07389,three_way,low,XP_022782364.1,CARP8,"Drake et al., 2013"
P3_g12510,Pocillopora_meandrina_HIv1___RNAseq.g20693.t1,4.899999999999999e-143,437,Ptua,NA,NA,NA,NA,"XP_022783415.1, XP_022783413.1, XP_022783414.1",Thrombospondin,"Drake et al., 2013"
P4_g9861,Pocillopora_meandrina_HIv1___RNAseq.g15788.t1,0,3965,Ptua,Ptua,OG_09596,three_way,medium,XP_022797264.1,Viral inclusion protein,"Drake et al., 2013"
P5_g11674,Pocillopora_meandrina_HIv1___RNAseq.g20693.t1,4.9e-80,269,Ptua,NA,NA,NA,NA,"XP_022783415.1, XP_022783413.1, XP_022783414.1",Hemicentin,"Drake et al., 2013"
P8_g9654,Pocillopora_meandrina_HIv1___RNAseq.g8456.t1,0,2107,Ptua,Ptua,OG_09247,three_way,low,"XP_022786917.1, XP_022786918.1",Major yolk protein,"Drake et al., 2013"
P12_g2385,Pocillopora_meandrina_HIv1___RNAseq.g17598.t1,3.66e-81,238,Ptua,Ptua,OG_16707,peve_ptua,low,XP_022796981.1,Stylophora pistillata hypothetical protein,"Drake et al., 2013"
P13_g6918,Pocillopora_meandrina_HIv1___RNAseq.g30114.t1,0,806,Ptua,Ptua,OG_01981,three_way,low,XP_022803207.1,Sushi domain-containing,"Drake et al., 2013"
P14_g9951,Pocillopora_meandrina_HIv1___RNAseq.g20693.t1,2.06e-100,316,Ptua,NA,NA,NA,NA,XP_022783415.1,clone g9951 alpha collagen-like protein gene,"Drake et al., 2013"
P15_g1532,Pocillopora_meandrina_HIv1___RNAseq.g28782.t1,1.01e-80,248,Ptua,Ptua,OG_07331,three_way,low,"XP_022780640.1, XP_022783414.1, XP_022783413.1",CARP9,"Drake et al., 2013"
P16_g11702,Pocillopora_meandrina_HIv1___RNAseq.g26177.t1,1.8199999999999997e-169,501,Ptua,Ptua,OG_15121,apul_ptua,medium,XP_022780049.1,Stylophora pistillata clone g11702 hypothetical protein gene,"Drake et al., 2013"
P18_g810,Pocillopora_meandrina_HIv1___RNAseq.g20694.t1,0,869,Ptua,Ptua,OG_16000,peve_ptua,low,XP_022783430.1,Stylophora pistillata clone g810 alpha collagen-like protein gene,"Drake et al., 2013"
P19_g20041,Pocillopora_meandrina_HIv1___RNAseq.g4779.t1,2.4400000000000002e-70,229,Ptua,Ptua,OG_04547,three_way,low,XP_022804012.1,Contactin-associated protein,"Drake et al., 2013"
P20_g6066,Pocillopora_meandrina_HIv1___RNAseq.g1463.t1,1.11e-134,427,Ptua,Ptua,OG_08639,three_way,medium,XP_022794736.1,MAM domain anchor protein,"Drake et al., 2013"
