biomin_hit,gene_id,evalue,score,species_id,species,group_id,type,conservation_level,blasted protein in Stylophora,definition,Ref,ACR.139.TP1,ACR.139.TP1.1,ACR.139.TP2,ACR.139.TP2.1,ACR.139.TP3,ACR.139.TP3.1,ACR.139.TP4,ACR.139.TP4.1,ACR.145.TP1,ACR.145.TP1.1,ACR.145.TP2,ACR.145.TP2.1,ACR.145.TP3,ACR.145.TP3.1,ACR.145.TP4,ACR.145.TP4.1,ACR.150.TP1,ACR.150.TP1.1,ACR.150.TP2,ACR.150.TP2.1,ACR.150.TP3,ACR.150.TP3.1,ACR.150.TP4,ACR.150.TP4.1,ACR.173.TP1,ACR.173.TP1.1,ACR.173.TP2,ACR.173.TP2.1,ACR.173.TP3,ACR.173.TP3.1,ACR.173.TP4,ACR.173.TP4.1,ACR.186.TP1,ACR.186.TP1.1,ACR.186.TP2,ACR.186.TP2.1,ACR.186.TP3,ACR.186.TP3.1,ACR.186.TP4,ACR.186.TP4.1,ACR.225.TP1,ACR.225.TP1.1,ACR.225.TP2,ACR.225.TP2.1,ACR.225.TP3,ACR.225.TP3.1,ACR.225.TP4,ACR.225.TP4.1,ACR.229.TP1,ACR.229.TP1.1,ACR.229.TP2,ACR.229.TP2.1,ACR.229.TP3,ACR.229.TP3.1,ACR.229.TP4,ACR.229.TP4.1,ACR.237.TP1,ACR.237.TP1.1,ACR.237.TP2,ACR.237.TP2.1,ACR.237.TP3,ACR.237.TP3.1,ACR.237.TP4,ACR.237.TP4.1,ACR.244.TP1,ACR.244.TP1.1,ACR.244.TP2,ACR.244.TP2.1,ACR.244.TP3,ACR.244.TP3.1,ACR.244.TP4,ACR.244.TP4.1,ACR.265.TP1,ACR.265.TP1.1,ACR.265.TP2,ACR.265.TP2.1,ACR.265.TP3,ACR.265.TP3.1,ACR.265.TP4,ACR.265.TP4.1
XP_022808576.1,FUN_008719,6.76e-38,137,Apul,Apul,OG_14158,apul_ptua,low,XP_022808576.1,uncharacterized protein LOC111345553 isoform X2 [Stylophora pistillata],"Peled et al., 2020",118,118,216,216,116,116,82,82,26,26,180,180,116,116,30,30,42,42,360,360,212,212,314,314,36,36,126,126,180,180,8,8,94,94,292,292,356,356,504,504,310,310,828,828,796,796,292,292,190,190,266,266,198,198,10,10,132,132,198,198,386,386,294,294,22,22,218,218,268,268,58,58,114,114,214,214,224,224,52,52
XP_022809269.1,FUN_024557,0,965,Apul,Apul,OG_05498,three_way,low,XP_022809269.1,microtubule-associated tumor suppressor 1 homolog isoform X1 [Stylophora pistillata],"Peled et al., 2020",838,838,1218,1218,530,530,382,382,408,408,746,746,308,308,628,628,500,500,1612,1612,1348,1348,736,736,196,196,956,956,782,782,346,346,348,348,632,632,314,314,422,422,370,370,1262,1262,1534,1534,210,210,1146,1146,1990,1990,1440,1440,676,676,390,390,764,764,1564,1564,258,258,424,424,1998,1998,2702,2702,322,322,762,762,1234,1234,918,918,588,588
XP_022809270.1,FUN_024557,0,965,Apul,Apul,OG_05498,three_way,low,XP_022809270.1,microtubule-associated tumor suppressor 1 homolog isoform X2 [Stylophora pistillata],"Peled et al., 2020",838,838,1218,1218,530,530,382,382,408,408,746,746,308,308,628,628,500,500,1612,1612,1348,1348,736,736,196,196,956,956,782,782,346,346,348,348,632,632,314,314,422,422,370,370,1262,1262,1534,1534,210,210,1146,1146,1990,1990,1440,1440,676,676,390,390,764,764,1564,1564,258,258,424,424,1998,1998,2702,2702,322,322,762,762,1234,1234,918,918,588,588
XP_022810585.1,FUN_006894,0,786,Apul,Apul,OG_10812,apul_peve,low,XP_022810585.1,"von Willebrand factor D and EGF domain-containing protein-like, partial [Stylophora pistillata]","Peled et al., 2020",618,618,436,436,52,52,94,94,126,126,170,170,76,76,284,284,54,54,446,446,704,704,634,634,0,0,276,276,0,0,40,40,0,0,256,256,24,24,188,188,0,0,310,310,638,638,66,66,38,38,226,226,320,320,0,0,120,120,266,266,634,634,158,158,0,0,16,16,166,166,0,0,48,48,408,408,654,654,80,80
XP_022778283.1,FUN_045170,8.85e-111,333,Apul,NA,NA,NA,NA,XP_022778283.1,"uncharacterized protein LOC111319816, partial [Stylophora pistillata]","Peled et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACE95141.1,FUN_001808,7.68e-65,206,Apul,Apul,OG_10472,apul_peve,low,XP_022799914.1,carbonic anhydrase [Stylophora pistillata],"Moya et al., 2008",20,20,0,0,210,210,186,186,32,32,0,0,0,0,0,0,0,0,10,10,0,0,6,6,30,30,36,36,0,0,18,18,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,6,6,0,0,10,10,0,0,0,0,0,0,8,8,0,0,22,22,0,0,0,0,0,0,32,32,0,0
P9_g10811;P1_g11108;P10_g11107,FUN_035808,0,1909,Apul,Apul,OG_12888,apul_peve,medium,XP_022784808.1,Protocadherin fat-like,"Drake et al., 2013",5358,5358,5324,5324,2966,2966,3738,3738,1846,1846,2914,2914,464,464,1032,1032,994,994,3058,3058,5070,5070,3326,3326,1558,1558,4902,4902,1404,1404,682,682,596,596,1840,1840,554,554,4512,4512,726,726,1274,1274,1742,1742,366,366,3116,3116,2408,2408,4550,4550,572,572,718,718,1982,1982,4866,4866,860,860,348,348,3766,3766,6908,6908,322,322,414,414,2466,2466,2652,2652,650,650
P2_g11187,FUN_033818,1.18e-82,254,Apul,Apul,OG_07389,three_way,low,XP_022782364.1,CARP8,"Drake et al., 2013",1928,1928,4668,4668,1486,1486,1478,1478,754,754,1582,1582,898,898,478,478,712,712,1476,1476,2238,2238,3716,3716,366,366,2838,2838,3068,3068,2350,2350,0,0,3872,3872,784,784,1626,1626,942,942,1518,1518,900,900,566,566,1694,1694,2206,2206,1526,1526,742,742,2224,2224,1258,1258,2266,2266,1036,1036,1304,1304,1310,1310,3252,3252,812,812,402,402,1828,1828,3136,3136,1402,1402
P3_g12510,FUN_002671,1.4100000000000001e-73,244,Apul,Apul,OG_10522,apul_peve,low,"XP_022783415.1, XP_022783413.1, XP_022783414.1",Thrombospondin,"Drake et al., 2013",14,14,8,8,34,34,0,0,62,62,0,0,0,0,18,18,0,0,0,0,6,6,32,32,24,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,138,138,0,0,0,0,0,0,0,0,0,0,24,24,0,0,44,44,34,34,0,0,0,0
P4_g9861,FUN_041743,0,3280,Apul,Apul,OG_09596,three_way,medium,XP_022797264.1,Viral inclusion protein,"Drake et al., 2013",92058,92058,67930,67930,54590,54590,191158,191158,103738,103738,57570,57570,25488,25488,104740,104740,314816,314816,87284,87284,25676,25676,96826,96826,187678,187678,123798,123798,48122,48122,110006,110006,150898,150898,29728,29728,13880,13880,245922,245922,58698,58698,72226,72226,38562,38562,83100,83100,161638,161638,46628,46628,33232,33232,50518,50518,62848,62848,32160,32160,49484,49484,45834,45834,39826,39826,67366,67366,53946,53946,31108,31108,99520,99520,33482,33482,42586,42586,45910,45910
P5_g11674,FUN_002672,4.71e-58,206,Apul,Apul,OG_10523,apul_peve,low,"XP_022783415.1, XP_022783413.1, XP_022783414.1",Hemicentin,"Drake et al., 2013",9236,9236,6634,6634,3806,3806,5982,5982,4098,4098,4762,4762,1068,1068,2656,2656,2320,2320,6468,6468,3704,3704,8236,8236,1234,1234,12692,12692,3276,3276,4072,4072,1632,1632,3234,3234,680,680,8070,8070,514,514,3398,3398,3050,3050,1410,1410,4060,4060,2104,2104,1920,1920,350,350,2704,2704,2478,2478,6006,6006,1072,1072,748,748,3556,3556,4966,4966,442,442,1252,1252,2132,2132,2598,2598,1500,1500
P8_g9654,FUN_040037,0,1060,Apul,Apul,OG_09247,three_way,low,"XP_022786917.1, XP_022786918.1",Major yolk protein,"Drake et al., 2013",24578,24578,18018,18018,16466,16466,34948,34948,38364,38364,21150,21150,9300,9300,11890,11890,12900,12900,19766,19766,23832,23832,23252,23252,15232,15232,23462,23462,10520,10520,11474,11474,7138,7138,14074,14074,9234,9234,19918,19918,13410,13410,4672,4672,14264,14264,18686,18686,24000,24000,8904,8904,18652,18652,8458,8458,16126,16126,11312,11312,33606,33606,13570,13570,22252,22252,25618,25618,32074,32074,34160,34160,23758,23758,12036,12036,22492,22492,26522,26522
P12_g2385,FUN_023697,8.770000000000001e-21,85.5,Apul,Apul,OG_05250,three_way,low,XP_022796981.1,Stylophora pistillata hypothetical protein,"Drake et al., 2013",368,368,932,932,1276,1276,842,842,670,670,364,364,1356,1356,680,680,690,690,496,496,230,230,780,780,338,338,718,718,1512,1512,1664,1664,116,116,288,288,608,608,746,746,130,130,112,112,292,292,162,162,486,486,228,228,170,170,278,278,1536,1536,326,326,472,472,672,672,746,746,330,330,424,424,422,422,462,462,492,492,498,498,1004,1004
P13_g6918,FUN_008088,0,580,Apul,Apul,OG_01981,three_way,low,XP_022803207.1,Sushi domain-containing,"Drake et al., 2013",2480,2480,4490,4490,2108,2108,3274,3274,1824,1824,1154,1154,828,828,818,818,1178,1178,1352,1352,2218,2218,7084,7084,666,666,3074,3074,1962,1962,2768,2768,218,218,2206,2206,616,616,2570,2570,1082,1082,752,752,840,840,710,710,3986,3986,1306,1306,2258,2258,1188,1188,4118,4118,1262,1262,2002,2002,1374,1374,2366,2366,1452,1452,2842,2842,884,884,1140,1140,1026,1026,2170,2170,2070,2070
P14_g9951,FUN_002671,1.56e-37,137,Apul,Apul,OG_10522,apul_peve,low,XP_022783415.1,clone g9951 alpha collagen-like protein gene,"Drake et al., 2013",14,14,8,8,34,34,0,0,62,62,0,0,0,0,18,18,0,0,0,0,6,6,32,32,24,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,138,138,0,0,0,0,0,0,0,0,0,0,24,24,0,0,44,44,34,34,0,0,0,0
P15_g1532,FUN_033732,3.43e-51,172,Apul,Apul,OG_07331,three_way,low,"XP_022780640.1, XP_022783414.1, XP_022783413.1",CARP9,"Drake et al., 2013",180,180,310,310,924,924,1058,1058,236,236,132,132,62,62,36,36,324,324,164,164,332,332,514,514,190,190,380,380,362,362,1674,1674,290,290,680,680,364,364,1048,1048,458,458,234,234,334,334,864,864,1170,1170,186,186,454,454,632,632,1534,1534,216,216,318,318,852,852,574,574,240,240,584,584,518,518,396,396,104,104,310,310,944,944
P16_g11702,FUN_034203,1.09e-115,360,Apul,Apul,OG_15121,apul_ptua,medium,XP_022780049.1,Stylophora pistillata clone g11702 hypothetical protein gene,"Drake et al., 2013",6722,6722,6538,6538,9426,9426,10080,10080,3546,3546,2896,2896,3790,3790,7214,7214,3124,3124,3612,3612,5646,5646,7258,7258,4862,4862,5304,5304,5218,5218,3184,3184,1618,1618,3110,3110,3958,3958,10226,10226,6124,6124,6848,6848,10150,10150,6090,6090,8338,8338,3700,3700,6238,6238,3694,3694,5526,5526,3610,3610,5580,5580,5610,5610,2746,2746,3298,3298,4860,4860,4856,4856,6154,6154,5906,5906,6614,6614,4360,4360
P18_g810,FUN_002672,1.14e-113,373,Apul,NA,NA,NA,NA,XP_022783430.1,Stylophora pistillata clone g810 alpha collagen-like protein gene,"Drake et al., 2013",9236,9236,6634,6634,3806,3806,5982,5982,4098,4098,4762,4762,1068,1068,2656,2656,2320,2320,6468,6468,3704,3704,8236,8236,1234,1234,12692,12692,3276,3276,4072,4072,1632,1632,3234,3234,680,680,8070,8070,514,514,3398,3398,3050,3050,1410,1410,4060,4060,2104,2104,1920,1920,350,350,2704,2704,2478,2478,6006,6006,1072,1072,748,748,3556,3556,4966,4966,442,442,1252,1252,2132,2132,2598,2598,1500,1500
P19_g20041,FUN_022157,3.1e-56,183,Apul,NA,NA,NA,NA,XP_022804012.1,Contactin-associated protein,"Drake et al., 2013",312,312,228,228,64,64,144,144,66,66,142,142,0,0,34,34,100,100,70,70,170,170,206,206,38,38,176,176,102,102,16,16,0,0,30,30,0,0,20,20,8,8,8,8,56,56,0,0,80,80,38,38,72,72,0,0,64,64,90,90,316,316,64,64,50,50,86,86,174,174,12,12,0,0,80,80,114,114,30,30
P20_g6066,FUN_037812,4.169999999999999e-148,466,Apul,Apul,OG_08639,three_way,medium,XP_022794736.1,MAM domain anchor protein,"Drake et al., 2013",21846,21846,24528,24528,8966,8966,12508,12508,8392,8392,22646,22646,2514,2514,2618,2618,1296,1296,7114,7114,15616,15616,17310,17310,2470,2470,23290,23290,6204,6204,3292,3292,2442,2442,19584,19584,3534,3534,11756,11756,6120,6120,6010,6010,6396,6396,3650,3650,17436,17436,9816,9816,17700,17700,4328,4328,7364,7364,6060,6060,18602,18602,5460,5460,4298,4298,14024,14024,24896,24896,8790,8790,6652,6652,4358,4358,9336,9336,4232,4232
P21_g18277,FUN_008908,4.68e-127,367,Apul,Apul,OG_02317,three_way,medium,XP_022806326.1,Zona pellucida,"Drake et al., 2013",16360,16360,26064,26064,16264,16264,11220,11220,12824,12824,13566,13566,6648,6648,7006,7006,24254,24254,23656,23656,12596,12596,6888,6888,11336,11336,18956,18956,18582,18582,10962,10962,14154,14154,11554,11554,4920,4920,11710,11710,5958,5958,5292,5292,20716,20716,5102,5102,16338,16338,15634,15634,15574,15574,3612,3612,3742,3742,8914,8914,18024,18024,8230,8230,7626,7626,12756,12756,19010,19010,2310,2310,1788,1788,8432,8432,7812,7812,8490,8490
P23_g1057,FUN_006652,0,1611,Apul,Apul,OG_01608,three_way,medium,"XP_022808083.1, XP_022808082.1, XP_022808084.1",Protocadherin,"Drake et al., 2013",1172,1172,2338,2338,1610,1610,1396,1396,1050,1050,1010,1010,662,662,998,998,416,416,634,634,2316,2316,1340,1340,302,302,1314,1314,1136,1136,528,528,376,376,820,820,450,450,1408,1408,966,966,926,926,2400,2400,478,478,2012,2012,1160,1160,2172,2172,308,308,998,998,1158,1158,1966,1966,964,964,736,736,1474,1474,3000,3000,556,556,638,638,908,908,1422,1422,592,592
P24_g15888,FUN_004094,1.37e-32,120,Apul,Apul,OG_00843,three_way,low,XP_022779720.1,clone g15888 vitellogenin-like protein gene,"Drake et al., 2013",26008,26008,23124,23124,44312,44312,22490,22490,82606,82606,8404,8404,10670,10670,6822,6822,27084,27084,10618,10618,12588,12588,25954,25954,15654,15654,37384,37384,24986,24986,30004,30004,32006,32006,11866,11866,15218,15218,50234,50234,54352,54352,6632,6632,22296,22296,20416,20416,182414,182414,30556,30556,42362,42362,8500,8500,28354,28354,10196,10196,31774,31774,39168,39168,23746,23746,10126,10126,24132,24132,6886,6886,13560,13560,7274,7274,4396,4396,19592,19592
P26_g1441,FUN_004094,1.38e-100,324,Apul,Apul,OG_00843,three_way,low,"XP_022794920.1, XP_022800921.1",clone g1441 vitellogenin-like protein gene,"Drake et al., 2013",26008,26008,23124,23124,44312,44312,22490,22490,82606,82606,8404,8404,10670,10670,6822,6822,27084,27084,10618,10618,12588,12588,25954,25954,15654,15654,37384,37384,24986,24986,30004,30004,32006,32006,11866,11866,15218,15218,50234,50234,54352,54352,6632,6632,22296,22296,20416,20416,182414,182414,30556,30556,42362,42362,8500,8500,28354,28354,10196,10196,31774,31774,39168,39168,23746,23746,10126,10126,24132,24132,6886,6886,13560,13560,7274,7274,4396,4396,19592,19592
P27_g18472,FUN_043638,7.44e-39,136,Apul,Apul,OG_10205,three_way,low,XP_022781915.1,Integrin - alpha,"Drake et al., 2013",1866,1866,4990,4990,1780,1780,1834,1834,1440,1440,3136,3136,1088,1088,774,774,1652,1652,5748,5748,2952,2952,3588,3588,398,398,3108,3108,3736,3736,3538,3538,286,286,2820,2820,814,814,2300,2300,740,740,1644,1644,4864,4864,2254,2254,6820,6820,3294,3294,3388,3388,446,446,1414,1414,2520,2520,3952,3952,1806,1806,1552,1552,4152,4152,3864,3864,1014,1014,488,488,948,948,722,722,2492,2492
P31_g20420,FUN_022136,1.15e-76,250,Apul,NA,NA,NA,NA,XP_022804012.1,Neurexin,"Drake et al., 2013",0,0,22,22,0,0,0,0,32,32,16,16,28,28,34,34,0,0,20,20,68,68,24,24,64,64,76,76,56,56,0,0,0,0,0,0,0,0,6,6,2,2,32,32,24,24,0,0,2,2,14,14,0,0,0,0,24,24,20,20,56,56,0,0,0,0,20,20,34,34,0,0,0,0,32,32,14,14,0,0
P32_g5540,FUN_006162,5.64e-85,264,Apul,Apul,OG_01486,three_way,low,XP_022795871.1,Kielin/chordin like,"Drake et al., 2013",6866,6866,3310,3310,2372,2372,11186,11186,12122,12122,4760,4760,1922,1922,1574,1574,5824,5824,7620,7620,1158,1158,13650,13650,2230,2230,8574,8574,1078,1078,3192,3192,1220,1220,5294,5294,534,534,15416,15416,2636,2636,3138,3138,1304,1304,8914,8914,13066,13066,1040,1040,932,932,992,992,5178,5178,1270,1270,3688,3688,2398,2398,1578,1578,1922,1922,2088,2088,1814,1814,6060,6060,1006,1006,4502,4502,4854,4854
P33_g8985,FUN_011916,0,781,Apul,Apul,OG_11156,apul_peve,medium,XP_022781364.1,Flagellar associated protein,"Drake et al., 2013",1610,1610,3284,3284,2370,2370,2224,2224,5430,5430,2688,2688,5762,5762,2808,2808,5232,5232,4204,4204,4248,4248,4152,4152,5360,5360,2140,2140,4764,4764,4994,4994,1546,1546,2668,2668,4098,4098,5836,5836,4498,4498,498,498,2878,2878,1530,1530,9970,9970,1894,1894,3116,3116,5050,5050,7428,7428,2900,2900,4298,4298,9466,9466,11498,11498,3042,3042,6530,6530,7606,7606,5400,5400,1310,1310,2732,2732,3486,3486
P34_g1714,FUN_037812,0,867,Apul,Apul,OG_08639,three_way,medium,XP_022794736.1,MAM/LDL receptor domain containing protein,"Drake et al., 2013",21846,21846,24528,24528,8966,8966,12508,12508,8392,8392,22646,22646,2514,2514,2618,2618,1296,1296,7114,7114,15616,15616,17310,17310,2470,2470,23290,23290,6204,6204,3292,3292,2442,2442,19584,19584,3534,3534,11756,11756,6120,6120,6010,6010,6396,6396,3650,3650,17436,17436,9816,9816,17700,17700,4328,4328,7364,7364,6060,6060,18602,18602,5460,5460,4298,4298,14024,14024,24896,24896,8790,8790,6652,6652,4358,4358,9336,9336,4232,4232
P36_g13890,FUN_037812,2.3900000000000002e-122,383,Apul,Apul,OG_08639,three_way,medium,XP_022794736.1,Zonadhesion-like precursor,"Drake et al., 2013",21846,21846,24528,24528,8966,8966,12508,12508,8392,8392,22646,22646,2514,2514,2618,2618,1296,1296,7114,7114,15616,15616,17310,17310,2470,2470,23290,23290,6204,6204,3292,3292,2442,2442,19584,19584,3534,3534,11756,11756,6120,6120,6010,6010,6396,6396,3650,3650,17436,17436,9816,9816,17700,17700,4328,4328,7364,7364,6060,6060,18602,18602,5460,5460,4298,4298,14024,14024,24896,24896,8790,8790,6652,6652,4358,4358,9336,9336,4232,4232
AGE35225.2,FUN_014485,2.6799999999999997e-163,460,Apul,Apul,OG_03429,three_way,medium,XP_022785805.1,CARP1 [Stylophora pistillata],"Mass et al., 2013",210,210,536,536,118,118,534,534,98,98,152,152,336,336,278,278,616,616,464,464,124,124,256,256,630,630,440,440,562,562,314,314,620,620,104,104,148,148,940,940,1942,1942,218,218,318,318,1360,1360,1224,1224,312,312,198,198,666,666,672,672,236,236,60,60,1634,1634,1138,1138,114,114,206,206,422,422,218,218,104,104,56,56,590,590
AJQ31790.1,FUN_017773,0,1419,Apul,Apul,OG_04247,three_way,medium,XP_022788307.1,solute carrier family 4 member gamma [Stylophora pistillata],"Zoccola et al., 2015",2292,2292,5020,5020,2732,2732,1572,1572,2704,2704,1754,1754,1778,1778,924,924,2420,2420,3230,3230,3268,3268,3030,3030,710,710,3208,3208,7082,7082,5550,5550,712,712,1788,1788,1290,1290,3026,3026,830,830,1594,1594,4254,4254,1966,1966,3902,3902,2608,2608,2246,2246,1288,1288,2076,2076,2552,2552,5322,5322,2770,2770,1038,1038,1616,1616,3286,3286,892,892,812,812,800,800,1764,1764,4578,4578
AAR13013.1,FUN_005908,0,1955,Apul,Apul,OG_01452,three_way,high,XP_022785723.1,plasma membrane calcium ATPase [Stylophora pistillata],"Zoccola et al., 2004",4926,4926,4730,4730,1956,1956,3174,3174,1044,1044,2334,2334,844,844,686,686,804,804,3226,3226,3902,3902,2354,2354,922,922,3820,3820,684,684,512,512,904,904,2760,2760,812,812,2532,2532,630,630,2106,2106,3104,3104,778,778,1876,1876,2378,2378,3384,3384,1132,1132,622,622,1844,1844,4788,4788,678,678,450,450,3096,3096,4990,4990,596,596,1050,1050,1754,1754,1712,1712,682,682
Gene:g1484,FUN_014485,2.6799999999999997e-163,460,Apul,Apul,OG_03429,three_way,medium,XP_022785805.1,Annotated: CARP1,"Mummadisetti et al., 2021",210,210,536,536,118,118,534,534,98,98,152,152,336,336,278,278,616,616,464,464,124,124,256,256,630,630,440,440,562,562,314,314,620,620,104,104,148,148,940,940,1942,1942,218,218,318,318,1360,1360,1224,1224,312,312,198,198,666,666,672,672,236,236,60,60,1634,1634,1138,1138,114,114,206,206,422,422,218,218,104,104,56,56,590,590
Gene:g3745.t1,FUN_033818,2.46e-34,124,Apul,Apul,OG_07389,three_way,low,XP_022782398.1,Annotated: CARP4,"Mummadisetti et al., 2021",1928,1928,4668,4668,1486,1486,1478,1478,754,754,1582,1582,898,898,478,478,712,712,1476,1476,2238,2238,3716,3716,366,366,2838,2838,3068,3068,2350,2350,0,0,3872,3872,784,784,1626,1626,942,942,1518,1518,900,900,566,566,1694,1694,2206,2206,1526,1526,742,742,2224,2224,1258,1258,2266,2266,1036,1036,1304,1304,1310,1310,3252,3252,812,812,402,402,1828,1828,3136,3136,1402,1402
Gene:g10186,FUN_033818,6.14e-45,152,Apul,Apul,OG_07389,three_way,low,XP_022782398.1,Annotated: CARP4,"Mummadisetti et al., 2021",1928,1928,4668,4668,1486,1486,1478,1478,754,754,1582,1582,898,898,478,478,712,712,1476,1476,2238,2238,3716,3716,366,366,2838,2838,3068,3068,2350,2350,0,0,3872,3872,784,784,1626,1626,942,942,1518,1518,900,900,566,566,1694,1694,2206,2206,1526,1526,742,742,2224,2224,1258,1258,2266,2266,1036,1036,1304,1304,1310,1310,3252,3252,812,812,402,402,1828,1828,3136,3136,1402,1402
Gene:g14733,FUN_033818,8.35e-83,254,Apul,Apul,OG_07389,three_way,low,XP_022782398.1,Annotated: CARP4,"Mummadisetti et al., 2021",1928,1928,4668,4668,1486,1486,1478,1478,754,754,1582,1582,898,898,478,478,712,712,1476,1476,2238,2238,3716,3716,366,366,2838,2838,3068,3068,2350,2350,0,0,3872,3872,784,784,1626,1626,942,942,1518,1518,900,900,566,566,1694,1694,2206,2206,1526,1526,742,742,2224,2224,1258,1258,2266,2266,1036,1036,1304,1304,1310,1310,3252,3252,812,812,402,402,1828,1828,3136,3136,1402,1402
Gene:g13552,FUN_043638,4.83e-69,221,Apul,Apul,OG_10205,three_way,low,XP_022781839.1,Acidic SOMP (Full-Length p27),"Mummadisetti et al., 2021",1866,1866,4990,4990,1780,1780,1834,1834,1440,1440,3136,3136,1088,1088,774,774,1652,1652,5748,5748,2952,2952,3588,3588,398,398,3108,3108,3736,3736,3538,3538,286,286,2820,2820,814,814,2300,2300,740,740,1644,1644,4864,4864,2254,2254,6820,6820,3294,3294,3388,3388,446,446,1414,1414,2520,2520,3952,3952,1806,1806,1552,1552,4152,4152,3864,3864,1014,1014,488,488,948,948,722,722,2492,2492
Gene:g2116,FUN_035808,0,810,Apul,Apul,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Protocadherin (PC1),"Mummadisetti et al., 2021",5358,5358,5324,5324,2966,2966,3738,3738,1846,1846,2914,2914,464,464,1032,1032,994,994,3058,3058,5070,5070,3326,3326,1558,1558,4902,4902,1404,1404,682,682,596,596,1840,1840,554,554,4512,4512,726,726,1274,1274,1742,1742,366,366,3116,3116,2408,2408,4550,4550,572,572,718,718,1982,1982,4866,4866,860,860,348,348,3766,3766,6908,6908,322,322,414,414,2466,2466,2652,2652,650,650
Gene:10186,FUN_035808,1.0299999999999998e-87,285,Apul,Apul,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Protocadherin (PC2),"Mummadisetti et al., 2021",5358,5358,5324,5324,2966,2966,3738,3738,1846,1846,2914,2914,464,464,1032,1032,994,994,3058,3058,5070,5070,3326,3326,1558,1558,4902,4902,1404,1404,682,682,596,596,1840,1840,554,554,4512,4512,726,726,1274,1274,1742,1742,366,366,3116,3116,2408,2408,4550,4550,572,572,718,718,1982,1982,4866,4866,860,860,348,348,3766,3766,6908,6908,322,322,414,414,2466,2466,2652,2652,650,650
Gene:g10187,FUN_035808,1.33e-140,444,Apul,Apul,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Protocadherin (PC3),"Mummadisetti et al., 2021",5358,5358,5324,5324,2966,2966,3738,3738,1846,1846,2914,2914,464,464,1032,1032,994,994,3058,3058,5070,5070,3326,3326,1558,1558,4902,4902,1404,1404,682,682,596,596,1840,1840,554,554,4512,4512,726,726,1274,1274,1742,1742,366,366,3116,3116,2408,2408,4550,4550,572,572,718,718,1982,1982,4866,4866,860,860,348,348,3766,3766,6908,6908,322,322,414,414,2466,2466,2652,2652,650,650
Gene:g10188,FUN_035808,0,815,Apul,Apul,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Protocadherin (PC3),"Mummadisetti et al., 2021",5358,5358,5324,5324,2966,2966,3738,3738,1846,1846,2914,2914,464,464,1032,1032,994,994,3058,3058,5070,5070,3326,3326,1558,1558,4902,4902,1404,1404,682,682,596,596,1840,1840,554,554,4512,4512,726,726,1274,1274,1742,1742,366,366,3116,3116,2408,2408,4550,4550,572,572,718,718,1982,1982,4866,4866,860,860,348,348,3766,3766,6908,6908,322,322,414,414,2466,2466,2652,2652,650,650
Gene:g30,FUN_035808,0,1719,Apul,Apul,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Protoacadherin (PC4),"Mummadisetti et al., 2021",5358,5358,5324,5324,2966,2966,3738,3738,1846,1846,2914,2914,464,464,1032,1032,994,994,3058,3058,5070,5070,3326,3326,1558,1558,4902,4902,1404,1404,682,682,596,596,1840,1840,554,554,4512,4512,726,726,1274,1274,1742,1742,366,366,3116,3116,2408,2408,4550,4550,572,572,718,718,1982,1982,4866,4866,860,860,348,348,3766,3766,6908,6908,322,322,414,414,2466,2466,2652,2652,650,650
Gene:g24177,FUN_006652,0,1615,Apul,Apul,OG_01608,three_way,medium,XP_022798258.1,Annotated: Protocadherin (PC5),"Mummadisetti et al., 2021",1172,1172,2338,2338,1610,1610,1396,1396,1050,1050,1010,1010,662,662,998,998,416,416,634,634,2316,2316,1340,1340,302,302,1314,1314,1136,1136,528,528,376,376,820,820,450,450,1408,1408,966,966,926,926,2400,2400,478,478,2012,2012,1160,1160,2172,2172,308,308,998,998,1158,1158,1966,1966,964,964,736,736,1474,1474,3000,3000,556,556,638,638,908,908,1422,1422,592,592
