# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/05-Apul-lncRNA/lncRNAs.gtf" "-o" "../output/05-Apul-lncRNA/counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/1A10.sorted.bam" "../data/1A12.sorted.bam" "../data/1A1.sorted.bam" "../data/1A2.sorted.bam" "../data/1A8.sorted.bam" "../data/1A9.sorted.bam" "../data/1B10.sorted.bam" "../data/1B1.sorted.bam" "../data/1B2.sorted.bam" "../data/1B5.sorted.bam" "../data/1B9.sorted.bam" "../data/1C10.sorted.bam" "../data/1C4.sorted.bam" "../data/1D10.sorted.bam" "../data/1D3.sorted.bam" "../data/1D4.sorted.bam" "../data/1D6.sorted.bam" "../data/1D8.sorted.bam" "../data/1D9.sorted.bam" "../data/1E1.sorted.bam" "../data/1E3.sorted.bam" "../data/1E5.sorted.bam" "../data/1E9.sorted.bam" "../data/1F11.sorted.bam" "../data/1F4.sorted.bam" "../data/1F8.sorted.bam" "../data/1G5.sorted.bam" "../data/1H11.sorted.bam" "../data/1H12.sorted.bam" "../data/1H6.sorted.bam" "../data/1H7.sorted.bam" "../data/1H8.sorted.bam" "../data/2B2.sorted.bam" "../data/2B3.sorted.bam" "../data/2C1.sorted.bam" "../data/2C2.sorted.bam" "../data/2D2.sorted.bam" "../data/2E2.sorted.bam" "../data/2F1.sorted.bam" "../data/2G1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/1A10.sorted.bam	../data/1A12.sorted.bam	../data/1A1.sorted.bam	../data/1A2.sorted.bam	../data/1A8.sorted.bam	../data/1A9.sorted.bam	../data/1B10.sorted.bam	../data/1B1.sorted.bam	../data/1B2.sorted.bam	../data/1B5.sorted.bam	../data/1B9.sorted.bam	../data/1C10.sorted.bam	../data/1C4.sorted.bam	../data/1D10.sorted.bam	../data/1D3.sorted.bam	../data/1D4.sorted.bam	../data/1D6.sorted.bam	../data/1D8.sorted.bam	../data/1D9.sorted.bam	../data/1E1.sorted.bam	../data/1E3.sorted.bam	../data/1E5.sorted.bam	../data/1E9.sorted.bam	../data/1F11.sorted.bam	../data/1F4.sorted.bam	../data/1F8.sorted.bam	../data/1G5.sorted.bam	../data/1H11.sorted.bam	../data/1H12.sorted.bam	../data/1H6.sorted.bam	../data/1H7.sorted.bam	../data/1H8.sorted.bam	../data/2B2.sorted.bam	../data/2B3.sorted.bam	../data/2C1.sorted.bam	../data/2C2.sorted.bam	../data/2D2.sorted.bam	../data/2E2.sorted.bam	../data/2F1.sorted.bam	../data/2G1.sorted.bam
lncRNA_11912	ptg000017l	11300639	11301322	+	684	22	12	3	0	11	0	40	6	8	20	34	2	0	32	3	26	20	5	0	19	34	4	29	9	23	44	0	12	4	44	0	19	33	13	0	9	17	0	47	5
lncRNA_11913	ptg000017l	11302777	11303592	+	816	0	10	86	0	0	25	20	25	0	0	8	61	28	9	0	5	2	17	0	20	6	7	15	4	11	0	67	10	0	0	0	0	29	7	1	5	96	18	0	12
lncRNA_11914	ptg000017l	11450805	11451293	+	489	14	23	165	16	0	20	8	6	0	0	0	37	34	12	0	0	4	26	16	121	26	0	0	17	48	0	104	23	0	0	23	3	56	0	0	24	14	0	0	12
lncRNA_11915	ptg000017l	11468836	11469055	+	220	0	0	0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	22	0	0	0	0	0
lncRNA_11916	ptg000017l	11472378	11472597	+	220	0	34	1	0	0	0	4	0	3	3	0	5	1	0	0	2	4	6	0	0	0	0	0	6	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	19
lncRNA_11917	ptg000017l	11474719	11476179	+	1461	2	0	86	0	0	0	0	6	15	8	0	7	21	0	0	0	0	1	0	76	1	0	0	7	7	0	44	0	1	0	13	5	47	0	0	12	23	33	11	0
lncRNA_11918	ptg000017l	11477057	11479743	+	2687	90	181	73	184	44	114	287	30	93	138	199	27	129	205	21	183	98	139	72	144	119	60	271	71	147	214	78	181	43	214	43	117	147	66	109	89	105	28	235	90
lncRNA_11919	ptg000017l	11479951	11480193	+	243	1	0	6	0	0	0	2	5	6	6	0	11	0	6	9	2	4	0	0	2	2	1	4	24	2	8	5	0	10	8	4	10	0	0	0	1	0	0	0	1
lncRNA_11920	ptg000017l	11673854	11674262	+	409	6	0	103	6	0	1	0	19	0	0	2	18	4	2	3	0	0	3	63	16	0	0	21	12	28	0	30	0	8	0	0	8	0	0	0	2	16	39	0	0
lncRNA_11921	ptg000017l	11683053	11683296	+	244	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	8	2	0	0	6	0	0	0	6	1	0	10	0	18	0	0	1	6	0	0	0	0	6	0	0
lncRNA_11922	ptg000017l	11692360	11693295	+	936	0	10	50	16	1	0	0	0	0	0	0	0	13	14	0	0	0	0	0	93	4	0	0	2	28	1	118	10	0	1	14	8	65	0	0	12	48	0	0	0
lncRNA_11923	ptg000017l	11698788	11699361	+	574	2	1	155	1	0	18	4	0	9	0	22	57	27	21	3	0	2	10	10	144	14	0	0	14	23	4	92	1	0	4	18	7	36	0	2	12	87	1	8	2
lncRNA_11924	ptg000017l	11708417	11708719	+	303	4	0	0	0	0	0	4	8	0	0	0	5	0	13	0	0	0	0	0	5	14	0	0	1	0	22	0	0	0	22	0	3	6	0	0	0	0	0	0	0
lncRNA_11925	ptg000017l	11710675	11711494	+	820	0	12	332	18	0	2	4	0	0	11	5	108	39	26	0	2	2	27	0	109	12	3	3	13	30	0	33	12	3	0	29	0	66	0	0	12	81	12	3	8
lncRNA_11926	ptg000017l	11717317	11718501	+	1185	8	2	55	13	0	0	0	1	0	2	17	4	13	9	0	0	4	10	0	48	6	0	0	2	27	0	50	2	0	0	13	5	17	0	0	12	72	17	0	8
lncRNA_11927	ptg000017l	11719859	11720188	+	330	0	3	1	43	3	36	47	9	0	3	0	0	3	1	17	26	7	15	0	0	0	2	17	0	12	0	16	3	2	0	3	0	0	4	19	4	8	0	0	3
lncRNA_11928	ptg000017l	11721340	11723374	+	2035	5	19	32	13	0	18	4	5	0	2	129	2	39	1	2	8	1	17	4	98	5	13	0	10	87	7	183	19	2	7	14	10	17	2	0	33	41	54	99	16
lncRNA_11929	ptg000017l	11745369	11747007	+	1639	25	0	83	0	2	12	0	1	0	0	0	24	23	23	0	6	4	2	0	83	12	2	0	0	45	0	88	0	0	0	0	8	92	1	0	38	110	4	0	0
lncRNA_11930	ptg000017l	11777437	11777765	+	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	5	0	0	0	1	0	6	0	0	2	0	0	0	0
lncRNA_11931	ptg000017l	11801419	11801793	+	375	0	0	88	4	2	4	4	16	0	0	2	41	5	12	0	0	6	2	0	38	8	0	0	7	14	0	95	0	0	0	23	4	16	0	0	7	53	0	0	11
lncRNA_11932	ptg000017l	11845799	11847946	+	2148	0	6	0	85	3	1	0	0	0	19	0	1	16	0	0	2	13	22	0	0	0	13	0	1	37	0	85	6	6	0	32	11	0	72	0	61	174	3	0	20
lncRNA_11933	ptg000017l	11858252	11858550	+	299	0	3	6	8	0	8	6	0	0	10	0	0	0	2	0	4	1	0	6	2	0	2	6	3	2	0	12	3	6	0	1	0	0	0	6	0	49	0	8	0
lncRNA_11934	ptg000017l	11859336	11859637	+	302	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1
lncRNA_11935	ptg000017l	11861461	11861901	+	441	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	13	0	15	0	8	0	0	2	3	0	0	4	41	14	0	4
lncRNA_11936	ptg000017l	11865323	11865583	+	261	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	5	0	0	0	4
lncRNA_11937	ptg000017l	11877311	11877941	+	631	0	0	0	0	1	0	0	2	3	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1
lncRNA_11938	ptg000017l	11891181	11893169	+	1989	4	2	103	8	0	8	0	0	0	0	0	23	9	0	0	0	4	36	0	79	2	2	0	2	9	0	33	2	2	0	4	8	81	0	0	19	37	0	5	0
lncRNA_11939	ptg000017l	11896786	11897224	+	439	0	10	81	0	0	4	6	0	0	0	0	0	12	9	0	0	0	1	0	36	0	4	0	8	32	0	58	10	0	0	9	0	37	0	0	6	43	0	0	0
lncRNA_11940	ptg000017l	11904917	11905305	+	389	0	0	35	4	0	5	0	1	0	0	0	5	1	0	0	0	2	4	0	11	2	0	0	0	20	0	23	0	0	0	2	3	2	0	0	8	41	6	0	0
lncRNA_11941	ptg000017l	11906364	11906725	+	362	18	0	8	0	4	18	2	0	5	1	0	12	0	31	0	0	14	2	4	32	8	0	0	10	0	19	12	0	0	19	1	0	2	0	2	0	0	0	0	12
lncRNA_11942	ptg000017l	11915042	11915937	+	896	4	7	137	5	2	23	9	11	0	1	1	69	33	28	7	1	5	18	0	79	8	6	0	21	59	19	183	7	7	19	23	2	41	2	3	53	191	3	0	23
lncRNA_11943	ptg000017l	11974456	11975028	+	573	0	0	12	0	0	5	0	0	0	2	0	0	3	0	0	0	0	4	0	14	0	0	0	0	25	0	24	0	0	0	12	4	0	0	0	6	17	0	0	0
lncRNA_11944	ptg000017l	11977618	11979035	+	1418	33	12	84	0	0	24	2	2	10	8	60	19	23	27	2	39	12	14	0	49	6	0	5	2	24	0	101	12	18	0	18	12	98	2	0	26	81	84	194	22
lncRNA_11945	ptg000017l	11991184	11992198	+	1015	4	24	3	0	2	3	0	3	1	2	0	0	0	2	1	14	2	6	6	7	0	7	1	0	23	3	22	24	0	3	2	4	0	0	0	12	16	9	0	13
lncRNA_11946	ptg000017l	12013118	12013437	+	320	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	5	0	0	0	0	0	0	0	0	4	22	0	1	0
lncRNA_11947	ptg000017l	12054309	12055029	+	721	0	0	8	0	0	0	0	1	0	0	0	3	1	0	0	0	0	2	0	5	1	0	0	2	6	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0
lncRNA_11948	ptg000017l	12071602	12072359	+	758	0	4	6	0	0	0	2	0	0	0	0	5	5	0	0	0	0	6	0	18	0	0	0	6	5	0	18	4	0	0	0	0	0	0	0	4	47	0	0	7
lncRNA_11949	ptg000017l	12217163	12218057	+	895	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	1	1	0	0	0
lncRNA_11950	ptg000017l	12223185	12224248	+	1064	0	0	7	1	0	3	0	0	0	0	0	0	0	6	0	0	0	3	0	102	8	0	0	0	0	0	7	0	0	0	0	0	30	0	0	0	8	1	0	0
lncRNA_11951	ptg000017l	12327712	12328000	+	289	1	0	18	0	0	1	1	0	0	0	5	11	2	15	0	0	0	0	0	84	7	0	0	4	0	0	6	0	0	0	1	5	57	0	0	3	4	0	0	0
lncRNA_11952	ptg000017l	12396972	12397720	+	749	0	2	249	3	0	2	6	1	2	0	0	82	0	0	0	0	0	6	0	2	0	0	0	5	17	0	170	2	2	0	0	3	0	0	2	5	62	8	0	0
lncRNA_11953	ptg000017l	12404911	12405281	+	371	0	0	47	12	0	0	0	0	0	0	0	27	1	4	0	0	2	0	0	2	0	0	0	3	4	0	16	0	0	0	0	6	12	0	0	8	10	0	0	2
lncRNA_11954	ptg000017l	12413691	12414666	+	976	2	5	264	0	0	10	2	0	0	0	2	84	57	5	0	0	0	0	0	230	5	2	0	19	18	2	48	5	1	2	36	2	85	2	0	30	23	10	0	0
lncRNA_11955	ptg000017l	12442064	12442392	+	329	1	0	0	0	0	0	0	1	0	0	6	0	5	17	0	0	0	3	0	6	4	0	0	0	6	0	3	0	0	0	0	2	15	0	1	0	41	0	0	2
lncRNA_11956	ptg000017l	12448412	12449209	+	798	0	6	126	15	0	3	0	6	0	0	0	16	9	6	5	0	6	10	4	24	4	0	0	9	13	0	100	6	0	0	0	5	5	0	2	18	35	12	0	0
lncRNA_11957	ptg000017l	12450513	12450889	+	377	0	0	7	0	0	0	0	0	0	0	0	0	16	2	0	0	0	5	0	0	1	0	0	2	0	0	9	0	0	0	2	0	9	0	0	0	12	0	0	0
lncRNA_11958	ptg000017l	12482075	12482878	+	804	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	27	0	0	0	1	2	0	0	0	8	8	0	0	4
lncRNA_11959	ptg000017l	12519909	12520893	+	985	0	24	2	0	0	25	0	0	0	1	0	0	0	0	0	10	0	17	5	0	0	0	0	0	42	0	46	24	0	0	0	0	0	0	2	0	16	0	0	5
lncRNA_11960	ptg000017l	12522509	12523046	+	538	0	0	23	0	0	0	0	0	0	0	0	4	1	11	0	4	0	0	0	37	10	0	0	0	2	0	0	0	0	0	1	2	24	0	0	12	39	8	0	0
lncRNA_11961	ptg000017l	12545638	12546637	+	1000	0	6	57	4	0	4	0	1	0	0	0	6	11	8	0	4	0	5	0	58	2	0	3	1	16	0	10	6	0	0	0	0	28	0	0	8	24	0	0	0
lncRNA_11962	ptg000017l	12587657	12588382	+	726	0	0	42	0	0	6	0	4	0	0	0	24	12	1	0	0	0	0	0	8	4	0	2	7	6	0	39	0	0	0	0	2	8	0	0	6	74	0	14	0
lncRNA_11963	ptg000017l	12589181	12590089	+	909	0	2	190	8	0	23	0	4	4	0	39	53	18	4	1	0	0	8	4	96	0	0	0	8	30	1	54	2	0	1	6	2	31	0	3	16	4	0	2	0
lncRNA_11964	ptg000017l	12599478	12600403	+	926	0	3	173	8	0	0	4	7	0	1	1	37	12	12	0	0	1	5	2	60	7	0	0	3	18	0	75	3	0	0	20	0	67	4	24	22	28	0	10	0
lncRNA_11965	ptg000017l	12605585	12606631	+	1047	0	2	46	0	0	0	0	2	1	0	0	10	13	8	0	0	6	0	0	36	10	0	0	8	14	14	44	2	0	14	10	2	38	0	6	18	46	0	0	2
lncRNA_11966	ptg000017l	12609750	12610006	+	257	0	0	60	2	0	0	0	6	0	0	0	4	6	4	0	0	4	0	0	14	0	0	0	0	6	0	0	0	2	0	14	0	16	0	0	2	40	8	0	4
lncRNA_11967	ptg000017l	12617460	12618472	+	1013	0	0	8	0	0	24	0	0	0	0	0	0	26	5	0	0	0	18	0	13	4	0	0	2	39	0	39	0	0	0	4	3	0	0	1	2	42	0	0	15
lncRNA_11968	ptg000017l	12619109	12620138	+	1030	0	0	49	0	3	12	0	0	0	0	0	0	22	8	0	0	3	11	0	29	2	0	0	7	20	0	36	0	0	0	2	2	11	0	0	7	37	0	0	4
lncRNA_11969	ptg000017l	12620917	12622111	+	1195	11	1	81	58	8	38	4	15	2	0	0	20	46	5	0	0	0	18	0	78	1	0	0	2	40	0	179	1	6	0	12	0	68	4	32	45	149	0	0	18
lncRNA_11970	ptg000017l	12624461	12624740	+	280	0	11	71	6	0	6	0	6	0	0	8	1	0	0	0	0	0	6	0	12	1	0	0	8	8	0	11	11	16	0	12	2	28	0	0	4	41	0	0	0
lncRNA_11971	ptg000017l	12638682	12639229	+	548	0	0	14	0	4	4	2	0	0	0	0	0	11	2	0	0	0	2	0	3	0	0	0	0	15	0	52	0	3	0	5	1	17	0	0	3	52	0	0	4
lncRNA_11972	ptg000017l	12655899	12656440	+	542	0	3	116	0	4	20	0	0	2	0	9	2	18	21	0	0	0	19	0	36	2	0	0	20	35	2	58	3	0	2	8	5	28	0	0	7	11	19	0	18
lncRNA_11973	ptg000017l	12702855	12704064	+	1210	10	10	30	8	18	35	0	0	0	0	0	16	6	5	0	0	6	4	0	59	2	0	0	8	46	0	84	10	20	0	18	8	30	0	0	60	34	2	0	8
lncRNA_11974	ptg000017l	12704685	12705135	+	451	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	3	0	0	0	0	0	0	2	0	4	0	0	5	2	0	0	3	0	12	0	0
lncRNA_11975	ptg000017l	12705481	12705799	+	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_11976	ptg000017l	12710944	12711346	+	403	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	20	0	16	2	0	0	0	1	0	0	0	12	14	0	0	2
lncRNA_11977	ptg000017l	12722200	12722806	+	607	1	0	7	0	0	1	0	0	0	0	0	6	0	1	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	3	3	0	0	0	3	1	3	0	3
lncRNA_11978	ptg000017l	12723543	12724090	+	548	0	0	37	0	0	0	0	0	0	0	1	0	3	36	0	0	0	2	0	102	26	0	0	2	1	10	14	0	0	10	2	1	31	0	0	0	2	0	0	2
lncRNA_11979	ptg000017l	12724418	12724733	+	316	0	2	2	0	0	2	0	0	0	0	0	0	5	6	1	0	0	5	0	0	0	0	0	3	18	0	11	2	0	0	1	4	10	0	0	5	17	0	0	3
lncRNA_11980	ptg000017l	12725079	12726205	+	1127	0	9	43	0	7	36	4	0	0	0	0	1	25	4	0	1	0	26	0	37	0	1	0	1	40	0	64	9	0	0	2	13	13	0	3	14	208	15	0	13
lncRNA_11981	ptg000017l	12751439	12751994	+	556	5	5	39	0	7	2	0	1	0	2	0	9	45	3	0	0	2	7	1	78	8	0	0	6	19	0	23	5	0	0	4	2	20	0	0	8	50	6	0	6
lncRNA_11982	ptg000017l	12755208	12755430	+	223	2	0	1	0	3	1	0	0	0	0	0	0	3	0	0	0	0	2	0	8	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	5	1	0	0
lncRNA_11983	ptg000017l	12758551	12759079	+	529	0	0	61	0	1	0	0	0	4	0	0	10	6	0	0	2	0	2	0	73	1	0	0	6	3	12	2	0	0	12	4	0	26	0	1	0	0	0	0	0
lncRNA_11984	ptg000017l	12759971	12760395	+	425	0	3	59	0	2	26	0	8	1	0	0	26	23	17	1	5	7	12	0	29	2	2	4	8	11	0	62	3	0	0	36	5	28	0	1	37	36	0	3	12
lncRNA_11985	ptg000017l	12811830	12812066	+	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
lncRNA_11986	ptg000017l	12813743	12814300	+	558	0	0	2	0	0	2	0	0	0	0	0	0	2	2	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
lncRNA_11987	ptg000017l	12827771	12828013	+	243	0	0	2	0	1	0	0	1	0	0	0	0	3	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0
lncRNA_11988	ptg000017l	12828363	12828666	+	304	1	2	16	0	1	5	0	1	0	1	1	3	5	0	0	0	2	8	1	10	1	4	0	2	5	0	6	2	0	0	7	2	14	0	0	3	7	0	0	8
lncRNA_11989	ptg000017l	12831352	12831736	+	385	0	0	5	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
lncRNA_11990	ptg000017l	12832265	12832520	+	256	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
lncRNA_11991	ptg000017l	12835040	12835309	+	270	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_11992	ptg000017l	12840892	12841120	+	229	0	0	3	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
lncRNA_11993	ptg000017l	12842157	12842547	+	391	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_11994	ptg000017l	12844467	12844711	+	245	0	0	3	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
lncRNA_11995	ptg000017l	12845375	12845618	+	244	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
lncRNA_11996	ptg000017l	12855650	12855939	+	290	0	0	8	0	0	1	0	0	0	1	0	8	6	1	0	1	1	0	0	9	1	0	0	2	0	0	1	0	0	0	2	0	5	0	0	2	6	0	0	0
lncRNA_11997	ptg000017l	12860157	12860402	+	246	1	0	77	0	0	8	0	14	0	3	0	25	6	3	6	0	6	0	1	13	2	0	0	10	5	0	5	0	2	0	19	1	11	0	0	4	3	0	0	1
lncRNA_11998	ptg000017l	12863566	12864020	+	455	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	2	0	0	0	6	0	11	0	0	12	0	0	0	0
lncRNA_11999	ptg000017l	12869006	12869281	+	276	0	0	68	0	0	0	0	16	0	4	0	30	4	3	9	0	4	0	0	9	1	0	0	10	3	0	1	0	0	0	15	1	7	0	0	3	3	0	0	0
lncRNA_12000	ptg000017l	12872109	12872764	+	656	0	0	18	0	0	0	0	5	0	0	0	3	1	0	0	0	1	10	0	13	0	0	0	7	4	1	7	0	0	1	2	3	10	0	0	2	3	0	0	1
lncRNA_12001	ptg000017l	12874167	12874479	+	313	17	0	43	0	0	0	0	0	0	0	0	9	8	20	0	0	1	0	0	25	15	0	0	3	0	0	2	0	0	0	11	0	15	0	0	10	0	0	0	0
lncRNA_12002	ptg000017l	12886999	12887306	+	308	0	1	80	0	0	2	0	1	0	0	0	2	3	6	1	0	0	8	0	30	0	0	0	5	0	0	20	1	0	0	12	2	23	0	0	13	2	0	0	0
lncRNA_12003	ptg000017l	12892505	12893885	+	1381	15	2	199	0	0	5	0	1	8	0	10	38	28	20	0	0	10	0	4	122	17	0	0	22	10	1	18	2	0	1	37	2	66	1	0	21	5	0	2	2
lncRNA_12004	ptg000017l	12895081	12895366	+	286	0	1	3	0	0	2	0	0	0	0	0	4	0	2	0	0	2	3	0	11	1	0	0	1	0	0	3	1	0	0	1	0	2	0	0	0	12	1	1	0
lncRNA_12005	ptg000017l	12904049	12904382	+	334	0	0	12	0	0	1	0	2	0	0	0	3	2	3	0	0	4	1	0	5	2	0	0	2	2	0	4	0	0	0	4	3	3	0	0	1	0	0	0	1
lncRNA_12006	ptg000017l	12910070	12910453	+	384	0	0	41	1	0	4	1	0	0	0	0	13	16	17	0	0	1	6	0	29	0	0	0	12	14	0	37	0	0	0	15	8	0	0	0	19	25	2	0	1
lncRNA_12007	ptg000017l	12912102	12912965	+	864	8	8	48	0	0	4	3	0	4	0	0	9	10	0	0	2	0	12	0	13	10	2	0	0	19	26	30	8	2	26	2	8	34	0	0	24	65	0	0	5
lncRNA_12008	ptg000017l	12917845	12918108	+	264	3	0	45	0	0	2	0	1	0	2	0	7	26	17	0	0	6	1	5	54	5	0	0	3	3	1	8	0	0	1	11	2	12	0	0	17	8	0	0	2
lncRNA_12009	ptg000017l	12919648	12919894	+	247	2	0	238	1	0	4	1	6	0	0	3	47	6	30	2	0	4	0	0	226	32	0	0	17	2	0	5	0	0	0	20	0	99	1	0	5	1	0	2	1
lncRNA_12010	ptg000017l	12939386	12939888	+	503	14	6	1	0	0	18	18	9	1	7	1	0	4	28	8	6	0	9	0	0	2	14	10	1	4	0	27	6	0	0	1	0	12	0	6	1	0	0	9	4
lncRNA_12011	ptg000017l	12949373	12949950	+	578	12	6	85	13	2	31	7	7	0	0	10	13	42	6	0	6	4	35	3	78	2	0	0	3	30	0	67	6	0	0	28	26	27	0	2	5	58	26	0	6
lncRNA_12012	ptg000017l	12954575	12955022	+	448	1	11	27	4	3	24	3	0	1	0	5	2	30	4	0	0	5	35	0	25	2	0	0	16	93	0	109	11	0	0	25	26	11	0	0	19	49	1	0	7
lncRNA_12013	ptg000017l	12955724	12956184	+	461	0	8	37	0	0	0	1	0	0	0	0	5	4	3	0	0	0	4	0	10	2	5	0	1	10	0	20	8	0	0	3	3	14	0	0	8	18	0	1	2
lncRNA_12014	ptg000017l	12956685	12957725	+	1041	0	16	57	5	2	52	2	2	0	3	0	17	39	16	0	0	4	39	0	67	9	0	0	15	56	0	76	16	0	0	7	23	34	4	0	34	87	0	0	15
lncRNA_12015	ptg000017l	12958283	12958830	+	548	0	0	25	0	1	1	1	0	0	0	0	8	1	10	0	0	0	1	0	23	4	0	0	2	8	0	8	0	0	0	25	0	6	0	0	12	12	1	1	4
lncRNA_12016	ptg000017l	12959533	12959798	+	266	0	1	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	2	3	0	5	1	0	0	0	0	0	0	0	0	4	0	0	1
lncRNA_12017	ptg000017l	12960062	12960567	+	506	6	2	100	0	0	1	0	0	0	0	0	20	12	45	2	0	2	2	0	72	7	0	0	8	13	0	35	2	0	0	8	3	14	0	0	4	20	0	0	4
lncRNA_12018	ptg000017l	12962786	12963115	+	330	1	0	28	1	0	1	0	1	0	0	1	1	11	3	0	0	3	1	0	79	3	0	0	5	12	0	24	0	0	0	3	1	9	0	0	3	18	0	0	3
lncRNA_12019	ptg000017l	12967505	12967873	+	369	0	9	41	0	0	22	6	1	0	0	0	20	7	20	0	8	8	32	0	59	4	4	1	0	22	0	49	9	2	0	0	16	32	0	0	10	19	0	0	12
lncRNA_12020	ptg000018l	6078	6460	+	383	1	2	0	0	6	0	2	0	0	4	12	0	1	35	0	0	6	2	2	17	14	8	4	0	2	0	0	2	0	0	5	0	7	29	0	32	6	0	14	0
lncRNA_12021	ptg000018l	122707	123446	+	740	240	30	120	181	55	30	63	400	102	344	232	124	130	87	399	175	88	44	469	215	74	208	192	24	32	131	67	30	96	131	141	143	219	118	101	85	86	169	403	28
lncRNA_12022	ptg000018l	350716	356404	+	5689	289	96	139	146	140	408	223	298	93	715	380	311	121	184	261	289	199	96	536	465	1467	197	196	1264	67	206	154	96	94	206	189	150	305	634	77	324	326	248	229	347
lncRNA_12023	ptg000018l	565171	570792	+	5622	81	413	231	17	153	40	413	40	26	54	98	99	72	103	15	177	23	331	10	209	99	79	198	61	415	62	158	413	200	62	65	128	165	148	13	174	355	86	28	360
lncRNA_12024	ptg000018l	608862	609572	+	711	2	0	0	4	10	6	0	23	8	24	0	0	0	2	2	0	15	0	4	14	21	8	0	8	0	4	4	0	4	4	27	4	6	21	10	8	0	0	0	0
lncRNA_12025	ptg000018l	909691	912818	+	3128	176	297	56	106	4	186	354	211	162	238	206	151	160	155	38	259	335	277	274	152	187	200	337	110	331	176	200	297	0	176	304	12	131	234	74	162	202	0	152	161
lncRNA_12026	ptg000018l	1138436	1139442	+	1007	329	86	287	512	67	94	302	290	204	276	581	215	163	176	367	614	57	103	1091	239	75	95	765	58	86	260	134	86	199	260	150	256	226	75	264	88	180	149	694	50
lncRNA_12027	ptg000018l	1433870	1435977	+	2108	32	219	26	30	115	239	310	130	51	110	46	10	58	41	56	58	71	110	27	48	17	56	159	69	252	22	218	219	42	22	96	86	36	80	24	91	41	41	0	97
lncRNA_12028	ptg000018l	1723887	1724875	+	989	18	75	187	169	18	64	90	47	57	240	248	195	80	20	243	310	64	48	86	48	46	12	102	68	97	110	70	75	12	110	53	39	214	21	98	36	114	74	506	46
