gene_id,species,group_id,type,conservation_level
Pocillopora_meandrina_HIv1___RNAseq.g15917.t1,Ptua,OG_09721,three_way,high
FUN_041968-T1,Apul,OG_09722,three_way,low
Peve_00033990,Peve,OG_09722,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15918.t1,Ptua,OG_09722,three_way,low
FUN_041969-T1,Apul,OG_09723,three_way,high
Peve_00028276,Peve,OG_09723,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15919.t1,Ptua,OG_09723,three_way,high
FUN_041970-T1,Apul,OG_09724,three_way,high
Peve_00028273,Peve,OG_09724,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15920.t1,Ptua,OG_09724,three_way,high
FUN_041971-T1,Apul,OG_09725,three_way,high
Peve_00028271,Peve,OG_09725,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15921.t1,Ptua,OG_09725,three_way,high
FUN_041972-T1,Apul,OG_09726,three_way,medium
Peve_00001550,Peve,OG_09726,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15259.t1,Ptua,OG_09726,three_way,medium
FUN_041980-T1,Apul,OG_09727,three_way,high
Peve_00001545,Peve,OG_09727,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15256.t1,Ptua,OG_09727,three_way,high
FUN_041981-T1,Apul,OG_09728,three_way,low
Peve_00001546,Peve,OG_09728,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15162.t1,Ptua,OG_09728,three_way,low
FUN_041984-T1,Apul,OG_09729,three_way,low
Peve_00031636,Peve,OG_09729,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15165.t1,Ptua,OG_09729,three_way,low
FUN_041986-T1,Apul,OG_09730,three_way,medium
Peve_00010444,Peve,OG_09730,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15235.t1,Ptua,OG_09730,three_way,medium
FUN_041989-T1,Apul,OG_09731,three_way,low
Peve_00010446,Peve,OG_09731,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15231.t1,Ptua,OG_09731,three_way,low
FUN_041991-T1,Apul,OG_09732,three_way,low
Peve_00020704,Peve,OG_09732,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15229.t1,Ptua,OG_09732,three_way,low
FUN_041992-T1,Apul,OG_09733,three_way,low
Peve_00020703,Peve,OG_09733,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15228.t1,Ptua,OG_09733,three_way,low
FUN_041993-T1,Apul,OG_09734,three_way,low
Peve_00014041,Peve,OG_09734,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15227.t1,Ptua,OG_09734,three_way,low
FUN_041994-T1,Apul,OG_09735,three_way,low
Peve_00014040,Peve,OG_09735,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15226.t1,Ptua,OG_09735,three_way,low
FUN_041995-T1,Apul,OG_09736,three_way,high
Peve_00023725,Peve,OG_09736,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15224.t1,Ptua,OG_09736,three_way,high
FUN_041999-T3,Apul,OG_09737,three_way,low
Peve_00034150,Peve,OG_09737,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15222.t1,Ptua,OG_09737,three_way,low
FUN_042000-T1,Apul,OG_09738,three_way,medium
Peve_00016463,Peve,OG_09738,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15221.t1,Ptua,OG_09738,three_way,medium
FUN_042001-T1,Apul,OG_09739,three_way,high
Peve_00016464,Peve,OG_09739,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15220.t1,Ptua,OG_09739,three_way,high
FUN_042002-T1,Apul,OG_09740,three_way,high
Peve_00016466,Peve,OG_09740,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15218.t1,Ptua,OG_09740,three_way,high
FUN_042004-T1,Apul,OG_09741,three_way,medium
Peve_00026002,Peve,OG_09741,three_way,medium
Pocillopora_meandrina_HIv1___TS.g7940.t2,Ptua,OG_09741,three_way,medium
FUN_042007-T1,Apul,OG_09742,three_way,medium
Peve_00021044,Peve,OG_09742,three_way,medium
Pocillopora_meandrina_HIv1___TS.g10228.t1,Ptua,OG_09742,three_way,medium
FUN_042009-T1,Apul,OG_09743,three_way,low
Peve_00031038,Peve,OG_09743,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15212.t1,Ptua,OG_09743,three_way,low
FUN_042010-T1,Apul,OG_09744,three_way,low
Peve_00035507,Peve,OG_09744,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15214.t1,Ptua,OG_09744,three_way,low
FUN_042012-T1,Apul,OG_09745,three_way,high
Peve_00016467,Peve,OG_09745,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15217.t1,Ptua,OG_09745,three_way,high
FUN_042013-T1,Apul,OG_09746,three_way,medium
Peve_00026003,Peve,OG_09746,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g28153.t1,Ptua,OG_09746,three_way,medium
FUN_042015-T1,Apul,OG_09747,three_way,medium
Peve_00044147,Peve,OG_09747,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15196.t1,Ptua,OG_09747,three_way,medium
FUN_042017-T1,Apul,OG_09748,three_way,medium
Peve_00044151,Peve,OG_09748,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15194.t1,Ptua,OG_09748,three_way,medium
FUN_042018-T1,Apul,OG_09749,three_way,medium
Peve_00044152,Peve,OG_09749,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15193.t1,Ptua,OG_09749,three_way,medium
FUN_042019-T1,Apul,OG_09750,three_way,high
Peve_00044153,Peve,OG_09750,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15192.t1,Ptua,OG_09750,three_way,high
FUN_042020-T1,Apul,OG_09751,three_way,medium
Peve_00044154,Peve,OG_09751,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15191.t1,Ptua,OG_09751,three_way,medium
FUN_042022-T1,Apul,OG_09752,three_way,low
Peve_00044156,Peve,OG_09752,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15166.t1,Ptua,OG_09752,three_way,low
FUN_042023-T1,Apul,OG_09753,three_way,high
Peve_00044157,Peve,OG_09753,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15167.t1,Ptua,OG_09753,three_way,high
FUN_042025-T1,Apul,OG_09754,three_way,high
Peve_00030370,Peve,OG_09754,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15170.t1,Ptua,OG_09754,three_way,high
FUN_042027-T1,Apul,OG_09755,three_way,medium
Peve_00025064,Peve,OG_09755,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15172.t1,Ptua,OG_09755,three_way,medium
FUN_042028-T1,Apul,OG_09756,three_way,high
Peve_00025065,Peve,OG_09756,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15173.t1,Ptua,OG_09756,three_way,high
FUN_042029-T1,Apul,OG_09757,three_way,low
Peve_00025063,Peve,OG_09757,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15174.t1,Ptua,OG_09757,three_way,low
FUN_042032-T1,Apul,OG_09758,three_way,medium
Peve_00009551,Peve,OG_09758,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15177.t1,Ptua,OG_09758,three_way,medium
FUN_042033-T1,Apul,OG_09759,three_way,high
Peve_00009547,Peve,OG_09759,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15179.t1,Ptua,OG_09759,three_way,high
FUN_042034-T1,Apul,OG_09760,three_way,medium
Peve_00035625,Peve,OG_09760,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15181.t1,Ptua,OG_09760,three_way,medium
FUN_042035-T1,Apul,OG_09761,three_way,high
Peve_00025402,Peve,OG_09761,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15189.t2,Ptua,OG_09761,three_way,high
FUN_042036-T1,Apul,OG_09762,three_way,high
Peve_00025426,Peve,OG_09762,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15187.t1,Ptua,OG_09762,three_way,high
FUN_042040-T1,Apul,OG_09763,three_way,low
Peve_00025408,Peve,OG_09763,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15182.t1,Ptua,OG_09763,three_way,low
FUN_042043-T1,Apul,OG_09764,three_way,high
Peve_00025406,Peve,OG_09764,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15137.t1,Ptua,OG_09764,three_way,high
FUN_042045-T1,Apul,OG_09765,three_way,high
Peve_00025407,Peve,OG_09765,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15139.t1,Ptua,OG_09765,three_way,high
FUN_042047-T1,Apul,OG_09766,three_way,medium
Peve_00025413,Peve,OG_09766,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15141.t1,Ptua,OG_09766,three_way,medium
FUN_042048-T1,Apul,OG_09767,three_way,medium
Peve_00025414,Peve,OG_09767,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15142.t1,Ptua,OG_09767,three_way,medium
FUN_042049-T1,Apul,OG_09768,three_way,medium
Peve_00025415,Peve,OG_09768,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g15143.t1,Ptua,OG_09768,three_way,medium
FUN_042050-T1,Apul,OG_09769,three_way,medium
Peve_00025417,Peve,OG_09769,three_way,medium
Pocillopora_meandrina_HIv1___TS.g10177.t1,Ptua,OG_09769,three_way,medium
FUN_042051-T1,Apul,OG_09770,three_way,low
Peve_00025418,Peve,OG_09770,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15145.t1,Ptua,OG_09770,three_way,low
FUN_042052-T1,Apul,OG_09771,three_way,low
Peve_00016579,Peve,OG_09771,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15147.t1,Ptua,OG_09771,three_way,low
FUN_042053-T1,Apul,OG_09772,three_way,high
Peve_00016580,Peve,OG_09772,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g15148.t2,Ptua,OG_09772,three_way,high
FUN_042059-T1,Apul,OG_09773,three_way,high
Peve_00019720,Peve,OG_09773,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g22264.t1,Ptua,OG_09773,three_way,high
FUN_042060-T1,Apul,OG_09774,three_way,low
Peve_00019715,Peve,OG_09774,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g22263.t1,Ptua,OG_09774,three_way,low
FUN_042071-T1,Apul,OG_09775,three_way,medium
Peve_00038496,Peve,OG_09775,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g6232.t1,Ptua,OG_09775,three_way,medium
FUN_042099-T1,Apul,OG_09776,three_way,medium
Peve_00001856,Peve,OG_09776,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g21788.t1,Ptua,OG_09776,three_way,medium
FUN_042107-T1,Apul,OG_09777,three_way,high
Peve_00009513,Peve,OG_09777,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g21779.t1,Ptua,OG_09777,three_way,high
FUN_042118-T1,Apul,OG_09778,three_way,low
Peve_00043537,Peve,OG_09778,three_way,low
Pocillopora_meandrina_HIv1___TS.g14841.t1,Ptua,OG_09778,three_way,low
FUN_042125-T1,Apul,OG_09779,three_way,low
Peve_00009509,Peve,OG_09779,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g19349.t1,Ptua,OG_09779,three_way,low
FUN_042358-T1,Apul,OG_09780,three_way,low
Peve_00028693,Peve,OG_09780,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g10283.t1,Ptua,OG_09780,three_way,low
FUN_042470-T1,Apul,OG_09781,three_way,medium
Peve_00040509,Peve,OG_09781,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g6561.t1a,Ptua,OG_09781,three_way,medium
FUN_042478-T1,Apul,OG_09782,three_way,low
Peve_00001805,Peve,OG_09782,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g25171.t1,Ptua,OG_09782,three_way,low
FUN_042583-T1,Apul,OG_09783,three_way,high
Peve_00034294,Peve,OG_09783,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g16882.t1,Ptua,OG_09783,three_way,high
FUN_042585-T1,Apul,OG_09784,three_way,high
Peve_00012677,Peve,OG_09784,three_way,high
Pocillopora_meandrina_HIv1___TS.g17705.t2,Ptua,OG_09784,three_way,high
FUN_042586-T1,Apul,OG_09785,three_way,medium
Peve_00012676,Peve,OG_09785,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16876.t1,Ptua,OG_09785,three_way,medium
FUN_042588-T1,Apul,OG_09786,three_way,medium
Peve_00012675,Peve,OG_09786,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16872.t1,Ptua,OG_09786,three_way,medium
FUN_042589-T1,Apul,OG_09787,three_way,medium
Peve_00012671,Peve,OG_09787,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16875.t1,Ptua,OG_09787,three_way,medium
FUN_042590-T1,Apul,OG_09788,three_way,medium
Peve_00012672,Peve,OG_09788,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16871.t1,Ptua,OG_09788,three_way,medium
FUN_042591-T1,Apul,OG_09789,three_way,medium
Peve_00012673,Peve,OG_09789,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16869.t1,Ptua,OG_09789,three_way,medium
FUN_042592-T1,Apul,OG_09790,three_way,high
Peve_00038355,Peve,OG_09790,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g16868.t1,Ptua,OG_09790,three_way,high
FUN_042593-T1,Apul,OG_09791,three_way,medium
Peve_00008128,Peve,OG_09791,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16867.t1,Ptua,OG_09791,three_way,medium
FUN_042594-T1,Apul,OG_09792,three_way,medium
Peve_00008122,Peve,OG_09792,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16865.t1,Ptua,OG_09792,three_way,medium
FUN_042595-T1,Apul,OG_09793,three_way,high
Peve_00008123,Peve,OG_09793,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g16864.t1,Ptua,OG_09793,three_way,high
FUN_042597-T1,Apul,OG_09794,three_way,high
Peve_00008125,Peve,OG_09794,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g16860.t1,Ptua,OG_09794,three_way,high
FUN_042602-T1,Apul,OG_09795,three_way,medium
Peve_00034908,Peve,OG_09795,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16851.t1,Ptua,OG_09795,three_way,medium
FUN_042604-T1,Apul,OG_09796,three_way,medium
Peve_00034911,Peve,OG_09796,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16849.t1b,Ptua,OG_09796,three_way,medium
FUN_042605-T1,Apul,OG_09797,three_way,high
Peve_00034914,Peve,OG_09797,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g16849.t1a,Ptua,OG_09797,three_way,high
FUN_042606-T1,Apul,OG_09798,three_way,medium
Peve_00034915,Peve,OG_09798,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16848.t1,Ptua,OG_09798,three_way,medium
FUN_042609-T1,Apul,OG_09799,three_way,medium
Peve_00034917,Peve,OG_09799,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16823.t1b,Ptua,OG_09799,three_way,medium
FUN_042610-T1,Apul,OG_09800,three_way,high
Peve_00034918,Peve,OG_09800,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g16820.t1,Ptua,OG_09800,three_way,high
FUN_042611-T1,Apul,OG_09801,three_way,medium
Peve_00031582,Peve,OG_09801,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.24516_t,Ptua,OG_09801,three_way,medium
FUN_042613-T1,Apul,OG_09802,three_way,low
Peve_00034927,Peve,OG_09802,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g17029.t1,Ptua,OG_09802,three_way,low
FUN_042614-T1,Apul,OG_09803,three_way,medium
Peve_00034928,Peve,OG_09803,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g17030.t1,Ptua,OG_09803,three_way,medium
FUN_042622-T1,Apul,OG_09804,three_way,medium
Peve_00029438,Peve,OG_09804,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g11513.t1,Ptua,OG_09804,three_way,medium
FUN_042623-T1,Apul,OG_09805,three_way,medium
Peve_00016196,Peve,OG_09805,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g11512.t1,Ptua,OG_09805,three_way,medium
FUN_042624-T1,Apul,OG_09806,three_way,low
Peve_00016197,Peve,OG_09806,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g11511.t1,Ptua,OG_09806,three_way,low
FUN_042628-T1,Apul,OG_09807,three_way,low
Peve_00016195,Peve,OG_09807,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g11508.t1,Ptua,OG_09807,three_way,low
FUN_042630-T1,Apul,OG_09808,three_way,medium
Peve_00033746,Peve,OG_09808,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g11507.t1,Ptua,OG_09808,three_way,medium
FUN_042631-T1,Apul,OG_09809,three_way,medium
Peve_00030043,Peve,OG_09809,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g11506.t1,Ptua,OG_09809,three_way,medium
FUN_042632-T1,Apul,OG_09810,three_way,low
Peve_00030047,Peve,OG_09810,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.19517_t,Ptua,OG_09810,three_way,low
FUN_042633-T1,Apul,OG_09811,three_way,high
Peve_00030033,Peve,OG_09811,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.19516_t,Ptua,OG_09811,three_way,high
FUN_042636-T1,Apul,OG_09812,three_way,medium
Peve_00030037,Peve,OG_09812,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g11500.t1,Ptua,OG_09812,three_way,medium
FUN_042641-T1,Apul,OG_09813,three_way,medium
Peve_00030040,Peve,OG_09813,three_way,medium
Pocillopora_meandrina_HIv1___TS.g8660.t1,Ptua,OG_09813,three_way,medium
FUN_042642-T1,Apul,OG_09814,three_way,medium
Peve_00030041,Peve,OG_09814,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g11525.t1,Ptua,OG_09814,three_way,medium
FUN_042643-T1,Apul,OG_09815,three_way,low
Peve_00030042,Peve,OG_09815,three_way,low
Pocillopora_meandrina_HIv1___TS.g7635.t1,Ptua,OG_09815,three_way,low
FUN_042644-T1,Apul,OG_09816,three_way,medium
Peve_00030045,Peve,OG_09816,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g11519.t1,Ptua,OG_09816,three_way,medium
FUN_042650-T1,Apul,OG_09817,three_way,low
Peve_00027725,Peve,OG_09817,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g11515.t1,Ptua,OG_09817,three_way,low
FUN_042651-T1,Apul,OG_09818,three_way,low
Peve_00027722,Peve,OG_09818,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g11514.t1,Ptua,OG_09818,three_way,low
FUN_042652-T1,Apul,OG_09819,three_way,medium
Peve_00027724,Peve,OG_09819,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16711.t1a,Ptua,OG_09819,three_way,medium
FUN_042653-T1,Apul,OG_09820,three_way,medium
Peve_00038268,Peve,OG_09820,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16812.t1,Ptua,OG_09820,three_way,medium
FUN_042654-T1,Apul,OG_09821,three_way,medium
Peve_00031585,Peve,OG_09821,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g4912.t1,Ptua,OG_09821,three_way,medium
FUN_042655-T1,Apul,OG_09822,three_way,low
Peve_00031586,Peve,OG_09822,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g4911.t2,Ptua,OG_09822,three_way,low
FUN_042656-T1,Apul,OG_09823,three_way,medium
Peve_00031588,Peve,OG_09823,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g4910.t1a,Ptua,OG_09823,three_way,medium
FUN_042657-T1,Apul,OG_09824,three_way,medium
Peve_00031589,Peve,OG_09824,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g4909.t1,Ptua,OG_09824,three_way,medium
FUN_042658-T1,Apul,OG_09825,three_way,low
Peve_00031590,Peve,OG_09825,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g4908.t1,Ptua,OG_09825,three_way,low
FUN_042659-T1,Apul,OG_09826,three_way,low
Peve_00031591,Peve,OG_09826,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g4898.t1,Ptua,OG_09826,three_way,low
FUN_042663-T1,Apul,OG_09827,three_way,low
Peve_00031592,Peve,OG_09827,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g4878.t1,Ptua,OG_09827,three_way,low
FUN_042664-T1,Apul,OG_09828,three_way,medium
Peve_00031593,Peve,OG_09828,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g16712.t1,Ptua,OG_09828,three_way,medium
FUN_042665-T1,Apul,OG_09829,three_way,low
Peve_00022240,Peve,OG_09829,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15585.t1,Ptua,OG_09829,three_way,low
FUN_042807-T1,Apul,OG_09830,three_way,medium
Peve_00003076,Peve,OG_09830,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7424.t1,Ptua,OG_09830,three_way,medium
FUN_042808-T1,Apul,OG_09831,three_way,high
Peve_00003077,Peve,OG_09831,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g7425.t1,Ptua,OG_09831,three_way,high
FUN_042809-T1,Apul,OG_09832,three_way,medium
Peve_00003078,Peve,OG_09832,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7426.t1,Ptua,OG_09832,three_way,medium
FUN_042810-T1,Apul,OG_09833,three_way,high
Peve_00028055,Peve,OG_09833,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g7427.t1,Ptua,OG_09833,three_way,high
FUN_042811-T1,Apul,OG_09834,three_way,medium
Peve_00028976,Peve,OG_09834,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7428.t1,Ptua,OG_09834,three_way,medium
FUN_042814-T1,Apul,OG_09835,three_way,high
Peve_00021878,Peve,OG_09835,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g7429.t1,Ptua,OG_09835,three_way,high
FUN_042815-T1,Apul,OG_09836,three_way,medium
Peve_00033308,Peve,OG_09836,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7431.t1,Ptua,OG_09836,three_way,medium
FUN_042817-T1,Apul,OG_09837,three_way,medium
Peve_00019562,Peve,OG_09837,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7434.t3,Ptua,OG_09837,three_way,medium
FUN_042819-T1,Apul,OG_09838,three_way,medium
Peve_00019566,Peve,OG_09838,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7436.t1,Ptua,OG_09838,three_way,medium
FUN_042820-T1,Apul,OG_09839,three_way,high
Peve_00019572,Peve,OG_09839,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g7438.t1,Ptua,OG_09839,three_way,high
FUN_042821-T1,Apul,OG_09840,three_way,medium
Peve_00019575,Peve,OG_09840,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7439.t2,Ptua,OG_09840,three_way,medium
FUN_042822-T2,Apul,OG_09841,three_way,high
Peve_00019576,Peve,OG_09841,three_way,high
Pocillopora_meandrina_HIv1___TS.g1194.t1,Ptua,OG_09841,three_way,high
FUN_042823-T1,Apul,OG_09842,three_way,medium
Peve_00019578,Peve,OG_09842,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7442.t1,Ptua,OG_09842,three_way,medium
FUN_042828-T1,Apul,OG_09843,three_way,medium
Peve_00041828,Peve,OG_09843,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7273.t1,Ptua,OG_09843,three_way,medium
FUN_042829-T1,Apul,OG_09844,three_way,medium
Peve_00041827,Peve,OG_09844,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7272.t1,Ptua,OG_09844,three_way,medium
FUN_042830-T1,Apul,OG_09845,three_way,high
Peve_00041826,Peve,OG_09845,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g7271.t1,Ptua,OG_09845,three_way,high
FUN_042835-T1,Apul,OG_09846,three_way,medium
Peve_00022002,Peve,OG_09846,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7265.t1,Ptua,OG_09846,three_way,medium
FUN_042837-T1,Apul,OG_09847,three_way,medium
Peve_00007263,Peve,OG_09847,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7264.t1,Ptua,OG_09847,three_way,medium
FUN_042839-T1,Apul,OG_09848,three_way,high
Peve_00007265,Peve,OG_09848,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g7262.t1,Ptua,OG_09848,three_way,high
FUN_042840-T1,Apul,OG_09849,three_way,low
Peve_00007266,Peve,OG_09849,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g7261.t1,Ptua,OG_09849,three_way,low
FUN_042841-T1,Apul,OG_09850,three_way,high
Peve_00007267,Peve,OG_09850,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g7258.t1,Ptua,OG_09850,three_way,high
FUN_042842-T1,Apul,OG_09851,three_way,high
Peve_00007268,Peve,OG_09851,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g7257.t1,Ptua,OG_09851,three_way,high
FUN_042843-T1,Apul,OG_09852,three_way,medium
Peve_00023281,Peve,OG_09852,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7256.t1,Ptua,OG_09852,three_way,medium
FUN_042844-T1,Apul,OG_09853,three_way,medium
Peve_00023280,Peve,OG_09853,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7255.t1,Ptua,OG_09853,three_way,medium
FUN_042847-T1,Apul,OG_09854,three_way,medium
Peve_00023278,Peve,OG_09854,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7253.t2,Ptua,OG_09854,three_way,medium
FUN_042848-T1,Apul,OG_09855,three_way,high
Peve_00023277,Peve,OG_09855,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g7251.t2,Ptua,OG_09855,three_way,high
FUN_042850-T1,Apul,OG_09856,three_way,medium
Peve_00023276,Peve,OG_09856,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7250.t1,Ptua,OG_09856,three_way,medium
FUN_042851-T2,Apul,OG_09857,three_way,low
Peve_00023271,Peve,OG_09857,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g7248.t1,Ptua,OG_09857,three_way,low
FUN_042852-T1,Apul,OG_09858,three_way,medium
Peve_00023270,Peve,OG_09858,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7247.t1,Ptua,OG_09858,three_way,medium
FUN_042853-T1,Apul,OG_09859,three_way,medium
Peve_00023269,Peve,OG_09859,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7246.t1,Ptua,OG_09859,three_way,medium
FUN_042855-T1,Apul,OG_09860,three_way,low
Peve_00023267,Peve,OG_09860,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g7245.t1,Ptua,OG_09860,three_way,low
FUN_042856-T1,Apul,OG_09861,three_way,medium
Peve_00023265,Peve,OG_09861,three_way,medium
Pocillopora_meandrina_HIv1___TS.g991.t1,Ptua,OG_09861,three_way,medium
FUN_042871-T1,Apul,OG_09862,three_way,medium
Peve_00023282,Peve,OG_09862,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g7234.t1,Ptua,OG_09862,three_way,medium
FUN_042872-T1,Apul,OG_09863,three_way,medium
Peve_00023268,Peve,OG_09863,three_way,medium
